<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
RTSI,0,20190322,100658,1235.190000000,64272
RTSI,0,20190322,100659,1235.200000000,233
RTSI,0,20190322,100700,1235.200000000,43
RTSI,0,20190322,100701,1235.220000000,3502
RTSI,0,20190322,100702,1235.290000000,14818
RTSI,0,20190322,100703,1235.300000000,225006
RTSI,0,20190322,100704,1235.290000000,5606
RTSI,0,20190322,100705,1235.300000000,18582
RTSI,0,20190322,100706,1235.320000000,38316
RTSI,0,20190322,100707,1235.310000000,51500
RTSI,0,20190322,100708,1235.370000000,8671
RTSI,0,20190322,100709,1235.540000000,378339
RTSI,0,20190322,100710,1235.580000000,3960
RTSI,0,20190322,100711,1235.580000000,29399
RTSI,0,20190322,100712,1235.650000000,37173
RTSI,0,20190322,100713,1235.710000000,159660
RTSI,0,20190322,100714,1235.720000000,57806
RTSI,0,20190322,100715,1235.690000000,38301
RTSI,0,20190322,100716,1235.660000000,9070
RTSI,0,20190322,100717,1235.690000000,78895
RTSI,0,20190322,100718,1235.770000000,1800
RTSI,0,20190322,100719,1235.710000000,12977
RTSI,0,20190322,100720,1235.750000000,1128
RTSI,0,20190322,100721,1235.750000000,87410
RTSI,0,20190322,100722,1235.740000000,15394
RTSI,0,20190322,100723,1235.800000000,8681
RTSI,0,20190322,100724,1235.800000000,8182
RTSI,0,20190322,100725,1235.750000000,21977
RTSI,0,20190322,100726,1235.750000000,533
RTSI,0,20190322,100727,1235.780000000,13921
RTSI,0,20190322,100728,1235.800000000,12282
RTSI,0,20190322,100729,1235.790000000,895
RTSI,0,20190322,100730,1235.800000000,17194
RTSI,0,20190322,100731,1235.890000000,7962
RTSI,0,20190322,100732,1235.910000000,1162
RTSI,0,20190322,100733,1235.850000000,4278
RTSI,0,20190322,100734,1235.760000000,67151
RTSI,0,20190322,100735,1235.750000000,611
RTSI,0,20190322,100736,1235.740000000,60166
RTSI,0,20190322,100737,1235.680000000,116
RTSI,0,20190322,100738,1235.710000000,65437
RTSI,0,20190322,100739,1235.710000000,5015
RTSI,0,20190322,100740,1235.720000000,74
RTSI,0,20190322,100741,1235.720000000,48
RTSI,0,20190322,100742,1235.730000000,1432
RTSI,0,20190322,100743,1235.710000000,1371
RTSI,0,20190322,100744,1235.700000000,6347
RTSI,0,20190322,100745,1235.690000000,8185
RTSI,0,20190322,100746,1235.730000000,4342
RTSI,0,20190322,100747,1235.770000000,452
RTSI,0,20190322,100748,1235.780000000,323
RTSI,0,20190322,100749,1235.790000000,1214
RTSI,0,20190322,100750,1235.870000000,3232
RTSI,0,20190322,100751,1235.870000000,27023
RTSI,0,20190322,100752,1235.830000000,48359
RTSI,0,20190322,100753,1235.830000000,51
RTSI,0,20190322,100754,1235.870000000,1565
RTSI,0,20190322,100755,1236.000000000,21872
RTSI,0,20190322,100756,1235.990000000,315
RTSI,0,20190322,100757,1236.100000000,40452
RTSI,0,20190322,100758,1236.110000000,5043
RTSI,0,20190322,100759,1236.170000000,2331
RTSI,0,20190322,100800,1236.190000000,1155
RTSI,0,20190322,100801,1236.220000000,27579
RTSI,0,20190322,100802,1236.220000000,91236
RTSI,0,20190322,100803,1236.180000000,16695
RTSI,0,20190322,100804,1236.190000000,10491
RTSI,0,20190322,100805,1236.140000000,78376
RTSI,0,20190322,100806,1236.200000000,15798
RTSI,0,20190322,100807,1236.270000000,13033
RTSI,0,20190322,100808,1236.360000000,8725
RTSI,0,20190322,100809,1236.360000000,3917
RTSI,0,20190322,100810,1236.360000000,2562
RTSI,0,20190322,100811,1236.370000000,24427
RTSI,0,20190322,100812,1236.390000000,10183
RTSI,0,20190322,100813,1236.390000000,0
RTSI,0,20190322,100814,1236.390000000,691
RTSI,0,20190322,100815,1236.390000000,19000
RTSI,0,20190322,100816,1236.410000000,3175
RTSI,0,20190322,100817,1236.360000000,20914
RTSI,0,20190322,100818,1236.320000000,35846
RTSI,0,20190322,100819,1236.350000000,15871
RTSI,0,20190322,100820,1236.380000000,2331
RTSI,0,20190322,100821,1236.390000000,1419
RTSI,0,20190322,100822,1236.380000000,11623
RTSI,0,20190322,100823,1236.370000000,12152
RTSI,0,20190322,100824,1236.400000000,6633
RTSI,0,20190322,100825,1236.390000000,273
RTSI,0,20190322,100826,1236.410000000,3624
RTSI,0,20190322,100827,1236.380000000,8706
RTSI,0,20190322,100828,1236.410000000,1197
RTSI,0,20190322,100829,1236.450000000,5652
RTSI,0,20190322,100830,1236.440000000,273
RTSI,0,20190322,100831,1236.450000000,290
RTSI,0,20190322,100832,1236.470000000,21129
RTSI,0,20190322,100833,1236.430000000,6238
RTSI,0,20190322,100834,1236.430000000,545
RTSI,0,20190322,100835,1236.020000000,89342
RTSI,0,20190322,100836,1236.060000000,43627
RTSI,0,20190322,100837,1236.110000000,1521
RTSI,0,20190322,100838,1236.090000000,1771
RTSI,0,20190322,100839,1236.110000000,588
RTSI,0,20190322,100840,1236.120000000,7918
RTSI,0,20190322,100841,1236.070000000,83502
RTSI,0,20190322,100842,1236.010000000,7599
RTSI,0,20190322,100843,1236.050000000,3518
RTSI,0,20190322,100844,1236.050000000,2044
RTSI,0,20190322,100845,1236.090000000,46268
RTSI,0,20190322,100846,1236.030000000,20312
RTSI,0,20190322,100847,1236.040000000,12
RTSI,0,20190322,100848,1236.130000000,2525
RTSI,0,20190322,100849,1236.040000000,7083
RTSI,0,20190322,100850,1236.130000000,4540
RTSI,0,20190322,100851,1236.150000000,6814
RTSI,0,20190322,100852,1236.110000000,352
RTSI,0,20190322,100853,1236.200000000,4765
RTSI,0,20190322,100854,1236.210000000,1266
RTSI,0,20190322,100855,1236.270000000,3179
RTSI,0,20190322,100856,1236.300000000,992
RTSI,0,20190322,100857,1236.270000000,36620
RTSI,0,20190322,100858,1235.840000000,82962
RTSI,0,20190322,100859,1235.930000000,36114
RTSI,0,20190322,100900,1235.940000000,190
RTSI,0,20190322,100901,1235.800000000,135053
RTSI,0,20190322,100902,1235.780000000,16808
RTSI,0,20190322,100903,1235.850000000,16019
RTSI,0,20190322,100904,1235.990000000,10608
RTSI,0,20190322,100905,1235.980000000,9020
RTSI,0,20190322,100906,1235.890000000,89411
RTSI,0,20190322,100907,1235.900000000,9841
RTSI,0,20190322,100908,1235.940000000,2652
RTSI,0,20190322,100909,1235.950000000,1198
RTSI,0,20190322,100910,1235.970000000,3077
RTSI,0,20190322,100911,1236.000000000,8620
RTSI,0,20190322,100912,1236.010000000,154
RTSI,0,20190322,100913,1236.010000000,75
RTSI,0,20190322,100914,1235.930000000,8323
RTSI,0,20190322,100915,1235.910000000,1025
RTSI,0,20190322,100916,1235.990000000,3126
RTSI,0,20190322,100917,1236.000000000,97
RTSI,0,20190322,100918,1236.060000000,13800
RTSI,0,20190322,100919,1236.110000000,2388
RTSI,0,20190322,100920,1236.060000000,12046
RTSI,0,20190322,100921,1236.070000000,6800
RTSI,0,20190322,100922,1236.090000000,13366
RTSI,0,20190322,100923,1235.990000000,66084
RTSI,0,20190322,100924,1235.990000000,8931
RTSI,0,20190322,100925,1236.000000000,2092
RTSI,0,20190322,100926,1235.930000000,704
RTSI,0,20190322,100927,1235.960000000,543
RTSI,0,20190322,100928,1236.020000000,2064
RTSI,0,20190322,100929,1236.000000000,454
RTSI,0,20190322,100930,1236.020000000,1195
RTSI,0,20190322,100931,1236.020000000,3317
RTSI,0,20190322,100932,1236.080000000,20496
RTSI,0,20190322,100933,1236.050000000,15594
RTSI,0,20190322,100934,1236.070000000,4563
RTSI,0,20190322,100935,1236.090000000,143
RTSI,0,20190322,100936,1236.130000000,2579
RTSI,0,20190322,100937,1236.110000000,10546
RTSI,0,20190322,100938,1236.130000000,3149
RTSI,0,20190322,100939,1236.160000000,382
RTSI,0,20190322,100940,1236.160000000,8937
RTSI,0,20190322,100941,1236.180000000,14894
RTSI,0,20190322,100942,1236.190000000,9038
RTSI,0,20190322,100943,1236.200000000,1236
RTSI,0,20190322,100944,1236.200000000,6360
RTSI,0,20190322,100945,1236.230000000,3162
