<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
RTSI,0,20180914,100127,1089.310000000,193984
RTSI,0,20180914,100128,1089.460000000,105540
RTSI,0,20180914,100129,1089.500000000,29636
RTSI,0,20180914,100130,1089.490000000,3106
RTSI,0,20180914,100131,1089.560000000,22390
RTSI,0,20180914,100132,1089.840000000,43260
RTSI,0,20180914,100133,1089.770000000,103028
RTSI,0,20180914,100134,1089.740000000,77042
RTSI,0,20180914,100135,1089.690000000,124207
RTSI,0,20180914,100136,1089.830000000,95541
RTSI,0,20180914,100137,1089.840000000,13085
RTSI,0,20180914,100138,1089.900000000,85922
RTSI,0,20180914,100139,1089.590000000,81104
RTSI,0,20180914,100140,1089.560000000,69321
RTSI,0,20180914,100141,1089.580000000,26396
RTSI,0,20180914,100142,1089.660000000,13158
RTSI,0,20180914,100143,1089.640000000,71999
RTSI,0,20180914,100144,1089.740000000,18726
RTSI,0,20180914,100145,1089.800000000,12927
RTSI,0,20180914,100146,1089.840000000,221452
RTSI,0,20180914,100147,1089.800000000,77047
RTSI,0,20180914,100148,1089.870000000,44073
RTSI,0,20180914,100149,1089.940000000,10836
RTSI,0,20180914,100150,1089.970000000,35274
RTSI,0,20180914,100151,1090.030000000,167800
RTSI,0,20180914,100152,1089.880000000,98592
RTSI,0,20180914,100153,1089.880000000,34697
RTSI,0,20180914,100154,1089.860000000,42890
RTSI,0,20180914,100155,1089.980000000,385034
RTSI,0,20180914,100156,1089.930000000,31716
RTSI,0,20180914,100157,1090.070000000,80357
RTSI,0,20180914,100158,1090.070000000,19741
RTSI,0,20180914,100159,1089.760000000,112253
RTSI,0,20180914,100200,1089.770000000,10524
RTSI,0,20180914,100201,1089.770000000,21387
RTSI,0,20180914,100202,1089.670000000,59055
RTSI,0,20180914,100203,1089.490000000,66576
RTSI,0,20180914,100204,1089.730000000,45798
RTSI,0,20180914,100205,1089.690000000,25081
RTSI,0,20180914,100206,1089.770000000,574775
RTSI,0,20180914,100207,1089.580000000,14875
RTSI,0,20180914,100208,1089.620000000,21174
RTSI,0,20180914,100209,1089.630000000,144263
RTSI,0,20180914,100210,1089.670000000,60581
RTSI,0,20180914,100211,1089.570000000,569820
RTSI,0,20180914,100212,1089.530000000,46426
RTSI,0,20180914,100213,1089.520000000,66704
RTSI,0,20180914,100214,1089.510000000,6178
RTSI,0,20180914,100215,1089.580000000,9220
RTSI,0,20180914,100216,1089.560000000,5856
RTSI,0,20180914,100217,1089.500000000,25173
RTSI,0,20180914,100218,1089.380000000,158256
RTSI,0,20180914,100219,1089.350000000,28481
RTSI,0,20180914,100220,1089.180000000,145529
RTSI,0,20180914,100221,1089.190000000,391923
RTSI,0,20180914,100222,1089.330000000,121781
RTSI,0,20180914,100223,1089.450000000,43706
RTSI,0,20180914,100224,1089.440000000,32430
RTSI,0,20180914,100225,1089.360000000,17117
RTSI,0,20180914,100226,1089.260000000,54415
RTSI,0,20180914,100227,1089.370000000,117678
RTSI,0,20180914,100228,1089.130000000,166854
RTSI,0,20180914,100229,1089.160000000,18984
RTSI,0,20180914,100230,1089.230000000,6460
RTSI,0,20180914,100231,1089.310000000,36106
RTSI,0,20180914,100232,1089.280000000,4417
RTSI,0,20180914,100233,1089.150000000,2136
RTSI,0,20180914,100234,1089.340000000,7666
RTSI,0,20180914,100235,1089.340000000,2061
RTSI,0,20180914,100236,1089.210000000,29012
RTSI,0,20180914,100237,1089.050000000,54924
RTSI,0,20180914,100238,1088.860000000,85627
RTSI,0,20180914,100239,1088.960000000,14070
RTSI,0,20180914,100240,1088.930000000,76551
RTSI,0,20180914,100241,1088.990000000,21010
RTSI,0,20180914,100242,1088.980000000,2544
RTSI,0,20180914,100243,1089.020000000,22974
RTSI,0,20180914,100244,1088.870000000,233951
RTSI,0,20180914,100245,1088.950000000,34183
RTSI,0,20180914,100246,1088.930000000,88694
RTSI,0,20180914,100247,1088.800000000,42754
RTSI,0,20180914,100248,1088.700000000,38000
RTSI,0,20180914,100249,1088.640000000,54857
RTSI,0,20180914,100250,1088.590000000,2661
RTSI,0,20180914,100251,1088.740000000,9700
RTSI,0,20180914,100252,1088.900000000,5136
RTSI,0,20180914,100253,1088.910000000,29963
RTSI,0,20180914,100254,1088.850000000,19976
RTSI,0,20180914,100255,1088.810000000,4597
RTSI,0,20180914,100256,1088.720000000,48752
RTSI,0,20180914,100257,1088.540000000,77269
RTSI,0,20180914,100258,1088.660000000,70090
RTSI,0,20180914,100259,1088.640000000,58123
RTSI,0,20180914,100300,1088.490000000,8132
RTSI,0,20180914,100301,1088.450000000,1339
RTSI,0,20180914,100302,1088.140000000,448474
RTSI,0,20180914,100303,1088.140000000,235942
RTSI,0,20180914,100304,1088.250000000,74307
RTSI,0,20180914,100305,1088.280000000,8060
RTSI,0,20180914,100306,1088.630000000,407807
RTSI,0,20180914,100307,1088.680000000,33570
RTSI,0,20180914,100308,1088.730000000,59470
RTSI,0,20180914,100309,1088.820000000,28804
RTSI,0,20180914,100310,1088.790000000,57160
RTSI,0,20180914,100311,1088.720000000,40787
RTSI,0,20180914,100312,1088.690000000,105213
RTSI,0,20180914,100313,1088.670000000,28589
RTSI,0,20180914,100314,1088.630000000,16175
RTSI,0,20180914,100315,1088.550000000,67520
RTSI,0,20180914,100316,1088.740000000,63217
RTSI,0,20180914,100317,1088.920000000,204321
RTSI,0,20180914,100318,1088.890000000,10757
RTSI,0,20180914,100319,1088.750000000,15880
RTSI,0,20180914,100320,1088.730000000,41665
RTSI,0,20180914,100321,1088.770000000,653
RTSI,0,20180914,100322,1088.760000000,339
RTSI,0,20180914,100323,1088.760000000,5625
RTSI,0,20180914,100324,1088.700000000,13997
RTSI,0,20180914,100325,1088.700000000,15058
RTSI,0,20180914,100326,1088.680000000,70408
RTSI,0,20180914,100327,1088.650000000,5200
RTSI,0,20180914,100328,1088.730000000,26855
RTSI,0,20180914,100329,1088.670000000,32600
RTSI,0,20180914,100330,1088.660000000,3254
RTSI,0,20180914,100331,1088.550000000,49716
RTSI,0,20180914,100332,1088.480000000,102424
RTSI,0,20180914,100333,1088.560000000,21114
RTSI,0,20180914,100334,1088.510000000,82096
RTSI,0,20180914,100335,1088.380000000,12346
RTSI,0,20180914,100336,1088.380000000,533
RTSI,0,20180914,100337,1088.330000000,6266
RTSI,0,20180914,100338,1088.420000000,25571
RTSI,0,20180914,100339,1088.410000000,32046
RTSI,0,20180914,100340,1088.460000000,70941
RTSI,0,20180914,100341,1088.280000000,9239
RTSI,0,20180914,100342,1088.250000000,8327
RTSI,0,20180914,100343,1088.240000000,10374
RTSI,0,20180914,100344,1088.160000000,3219
RTSI,0,20180914,100345,1088.250000000,49048
RTSI,0,20180914,100346,1088.210000000,15129
RTSI,0,20180914,100347,1088.260000000,4137
RTSI,0,20180914,100348,1088.140000000,2780
RTSI,0,20180914,100349,1088.150000000,13522
RTSI,0,20180914,100350,1088.110000000,2088
RTSI,0,20180914,100351,1088.110000000,457
RTSI,0,20180914,100352,1088.080000000,16343
RTSI,0,20180914,100353,1088.100000000,32229
RTSI,0,20180914,100354,1088.110000000,4834
RTSI,0,20180914,100355,1088.080000000,1383
RTSI,0,20180914,100356,1088.170000000,6973
RTSI,0,20180914,100357,1088.150000000,15837
RTSI,0,20180914,100358,1088.100000000,2559
RTSI,0,20180914,100359,1088.110000000,83561
RTSI,0,20180914,100400,1088.100000000,16636
RTSI,0,20180914,100401,1088.160000000,19662
RTSI,0,20180914,100402,1088.150000000,3271
RTSI,0,20180914,100403,1088.120000000,18581
RTSI,0,20180914,100404,1088.120000000,3838
RTSI,0,20180914,100405,1088.160000000,3741
RTSI,0,20180914,100406,1088.080000000,82742
RTSI,0,20180914,100407,1088.130000000,27911
RTSI,0,20180914,100408,1088.090000000,3181
RTSI,0,20180914,100409,1088.020000000,1576
RTSI,0,20180914,100410,1088.070000000,22311
RTSI,0,20180914,100411,1088.070000000,1798
RTSI,0,20180914,100412,1088.070000000,7508
RTSI,0,20180914,100413,1088.040000000,17059
RTSI,0,20180914,100414,1087.960000000,41534
RTSI,0,20180914,100415,1088.000000000,42298
RTSI,0,20180914,100416,1087.890000000,71451
RTSI,0,20180914,100417,1087.820000000,102021
RTSI,0,20180914,100418,1087.590000000,133498
RTSI,0,20180914,100419,1087.540000000,8129
RTSI,0,20180914,100420,1087.520000000,35266
RTSI,0,20180914,100421,1087.540000000,1698
RTSI,0,20180914,100422,1087.590000000,77959
RTSI,0,20180914,100423,1087.720000000,183606
RTSI,0,20180914,100424,1087.840000000,77973
RTSI,0,20180914,100425,1087.860000000,33774
RTSI,0,20180914,100426,1087.900000000,18017
RTSI,0,20180914,100427,1087.740000000,17479
RTSI,0,20180914,100428,1087.730000000,6885
RTSI,0,20180914,100429,1087.720000000,28711
RTSI,0,20180914,100430,1087.730000000,860
RTSI,0,20180914,100431,1087.470000000,8540
RTSI,0,20180914,100432,1087.150000000,146521
RTSI,0,20180914,100433,1087.120000000,16308
RTSI,0,20180914,100434,1087.260000000,4778
RTSI,0,20180914,100435,1087.290000000,9699
RTSI,0,20180914,100436,1087.200000000,50596
RTSI,0,20180914,100437,1087.220000000,47408
RTSI,0,20180914,100438,1087.250000000,101924
RTSI,0,20180914,100439,1087.310000000,19858
RTSI,0,20180914,100440,1087.400000000,252136
RTSI,0,20180914,100441,1087.390000000,33716
RTSI,0,20180914,100442,1087.360000000,37963
RTSI,0,20180914,100443,1087.330000000,14739
RTSI,0,20180914,100444,1087.310000000,25159
RTSI,0,20180914,100445,1087.340000000,8742
RTSI,0,20180914,100446,1087.340000000,3623
RTSI,0,20180914,100447,1087.500000000,43946
RTSI,0,20180914,100448,1087.570000000,31317
RTSI,0,20180914,100449,1087.590000000,5338
RTSI,0,20180914,100450,1087.530000000,6340
RTSI,0,20180914,100451,1087.580000000,5868
RTSI,0,20180914,100452,1087.630000000,12365
RTSI,0,20180914,100453,1087.580000000,21616
RTSI,0,20180914,100454,1087.550000000,22910
RTSI,0,20180914,100455,1087.510000000,6479
RTSI,0,20180914,100456,1087.530000000,7935
RTSI,0,20180914,100457,1087.520000000,806
RTSI,0,20180914,100458,1087.530000000,22239
RTSI,0,20180914,100459,1087.580000000,18081
RTSI,0,20180914,100500,1087.560000000,23909
RTSI,0,20180914,100501,1087.480000000,37108
RTSI,0,20180914,100502,1087.400000000,20247
RTSI,0,20180914,100503,1087.420000000,19793
RTSI,0,20180914,100504,1087.460000000,32125
RTSI,0,20180914,100505,1087.390000000,54260
RTSI,0,20180914,100506,1087.400000000,4454
RTSI,0,20180914,100507,1087.510000000,46640
RTSI,0,20180914,100508,1087.470000000,2399
RTSI,0,20180914,100509,1087.520000000,4041
RTSI,0,20180914,100510,1087.860000000,167962
RTSI,0,20180914,100511,1087.770000000,16971
RTSI,0,20180914,100512,1087.690000000,20940
RTSI,0,20180914,100513,1087.680000000,111763
RTSI,0,20180914,100514,1087.500000000,48500
RTSI,0,20180914,100515,1087.480000000,8875
RTSI,0,20180914,100516,1087.530000000,32160
RTSI,0,20180914,100517,1087.490000000,13010
RTSI,0,20180914,100518,1087.510000000,7011
RTSI,0,20180914,100519,1087.540000000,1708
RTSI,0,20180914,100520,1087.610000000,859
RTSI,0,20180914,100521,1087.680000000,14493
RTSI,0,20180914,100522,1087.540000000,19839
RTSI,0,20180914,100523,1087.550000000,6201
RTSI,0,20180914,100524,1087.550000000,2642
RTSI,0,20180914,100525,1087.540000000,74728
RTSI,0,20180914,100526,1087.460000000,16665
RTSI,0,20180914,100527,1087.530000000,30215
RTSI,0,20180914,100528,1087.540000000,89954
RTSI,0,20180914,100529,1087.540000000,32967
RTSI,0,20180914,100530,1087.820000000,42198
RTSI,0,20180914,100531,1087.850000000,10795
RTSI,0,20180914,100532,1087.790000000,23703
RTSI,0,20180914,100533,1087.680000000,71820
RTSI,0,20180914,100534,1087.720000000,2860
RTSI,0,20180914,100535,1087.700000000,9674
RTSI,0,20180914,100536,1087.670000000,35690
RTSI,0,20180914,100537,1087.630000000,222
RTSI,0,20180914,100538,1087.660000000,66314
RTSI,0,20180914,100539,1087.760000000,15903
RTSI,0,20180914,100540,1087.700000000,4428
RTSI,0,20180914,100541,1087.750000000,7191
RTSI,0,20180914,100542,1087.660000000,17331
RTSI,0,20180914,100543,1087.710000000,5021
RTSI,0,20180914,100544,1087.700000000,18254
RTSI,0,20180914,100545,1087.740000000,4256
RTSI,0,20180914,100546,1087.680000000,3687
RTSI,0,20180914,100547,1087.760000000,3054
RTSI,0,20180914,100548,1087.780000000,28182
RTSI,0,20180914,100549,1087.750000000,709130
RTSI,0,20180914,100550,1087.700000000,53734
RTSI,0,20180914,100551,1087.640000000,32692
RTSI,0,20180914,100552,1087.670000000,129208
RTSI,0,20180914,100553,1087.670000000,524289
RTSI,0,20180914,100554,1087.820000000,36848
RTSI,0,20180914,100555,1087.810000000,63443
RTSI,0,20180914,100556,1087.810000000,508
RTSI,0,20180914,100557,1087.890000000,14377
RTSI,0,20180914,100558,1087.790000000,21076
RTSI,0,20180914,100559,1087.670000000,28168
RTSI,0,20180914,100600,1087.750000000,1480
RTSI,0,20180914,100601,1087.760000000,32367
RTSI,0,20180914,100602,1087.860000000,69174
RTSI,0,20180914,100603,1087.900000000,26363
RTSI,0,20180914,100604,1087.950000000,121897
RTSI,0,20180914,100605,1088.010000000,54232
RTSI,0,20180914,100606,1088.030000000,36815
RTSI,0,20180914,100607,1088.270000000,149600
RTSI,0,20180914,100608,1088.270000000,6653
RTSI,0,20180914,100609,1088.280000000,16970
RTSI,0,20180914,100610,1088.330000000,80353
RTSI,0,20180914,100611,1088.380000000,35563
RTSI,0,20180914,100612,1088.320000000,36388
RTSI,0,20180914,100613,1088.370000000,1714
RTSI,0,20180914,100614,1088.460000000,17448
RTSI,0,20180914,100615,1088.340000000,12417
RTSI,0,20180914,100616,1088.420000000,3629
RTSI,0,20180914,100617,1088.480000000,77104
RTSI,0,20180914,100618,1088.390000000,11292
RTSI,0,20180914,100619,1088.250000000,171125
RTSI,0,20180914,100620,1088.320000000,12690
RTSI,0,20180914,100621,1088.470000000,6191
RTSI,0,20180914,100622,1088.570000000,16327
RTSI,0,20180914,100623,1088.570000000,392
RTSI,0,20180914,100624,1088.520000000,15463
RTSI,0,20180914,100625,1088.470000000,5587
RTSI,0,20180914,100626,1088.520000000,1513
RTSI,0,20180914,100627,1088.510000000,55473
RTSI,0,20180914,100628,1088.680000000,175898
RTSI,0,20180914,100629,1088.650000000,62240
RTSI,0,20180914,100630,1088.810000000,37665
RTSI,0,20180914,100631,1088.780000000,614
RTSI,0,20180914,100632,1088.310000000,54270
RTSI,0,20180914,100633,1088.380000000,6319
RTSI,0,20180914,100634,1088.380000000,12161
RTSI,0,20180914,100635,1088.540000000,24585
RTSI,0,20180914,100636,1088.450000000,6849
RTSI,0,20180914,100637,1088.400000000,68184
RTSI,0,20180914,100638,1088.350000000,23593
RTSI,0,20180914,100639,1088.360000000,79641
RTSI,0,20180914,100640,1088.360000000,5455
RTSI,0,20180914,100641,1088.300000000,70480
RTSI,0,20180914,100642,1088.180000000,22562
RTSI,0,20180914,100643,1088.100000000,15716
RTSI,0,20180914,100644,1088.160000000,28719
RTSI,0,20180914,100645,1088.250000000,29787
RTSI,0,20180914,100646,1088.170000000,3153
RTSI,0,20180914,100647,1088.090000000,9111
RTSI,0,20180914,100648,1088.000000000,132846
RTSI,0,20180914,100649,1088.020000000,16138
RTSI,0,20180914,100650,1088.090000000,893
RTSI,0,20180914,100651,1088.090000000,7441
RTSI,0,20180914,100652,1088.140000000,1033
RTSI,0,20180914,100653,1088.120000000,79726
RTSI,0,20180914,100654,1088.120000000,9505
RTSI,0,20180914,100655,1088.130000000,1474
RTSI,0,20180914,100656,1088.120000000,670
RTSI,0,20180914,100657,1088.080000000,6904
RTSI,0,20180914,100658,1088.080000000,15845
RTSI,0,20180914,100659,1088.190000000,54765
RTSI,0,20180914,100700,1088.230000000,2247
RTSI,0,20180914,100701,1088.390000000,29291
RTSI,0,20180914,100702,1088.350000000,82775
RTSI,0,20180914,100703,1088.360000000,6781
RTSI,0,20180914,100704,1088.410000000,71741
RTSI,0,20180914,100705,1088.400000000,33211
RTSI,0,20180914,100706,1088.390000000,12427
RTSI,0,20180914,100707,1088.400000000,6949
RTSI,0,20180914,100708,1088.490000000,11274
RTSI,0,20180914,100709,1088.490000000,4995
RTSI,0,20180914,100710,1088.440000000,1995
RTSI,0,20180914,100711,1088.490000000,17565
RTSI,0,20180914,100712,1088.390000000,14157
RTSI,0,20180914,100713,1088.480000000,14152
RTSI,0,20180914,100714,1088.490000000,3374
RTSI,0,20180914,100715,1088.500000000,3912
RTSI,0,20180914,100716,1088.550000000,1915
RTSI,0,20180914,100717,1088.540000000,12391
RTSI,0,20180914,100718,1088.680000000,69404
RTSI,0,20180914,100719,1088.620000000,1556
RTSI,0,20180914,100720,1088.650000000,7901
RTSI,0,20180914,100721,1088.560000000,5529
RTSI,0,20180914,100722,1088.550000000,14891
RTSI,0,20180914,100723,1088.540000000,355
RTSI,0,20180914,100724,1088.500000000,27344
RTSI,0,20180914,100725,1088.520000000,12303
RTSI,0,20180914,100726,1088.520000000,5851
RTSI,0,20180914,100727,1088.580000000,23164
RTSI,0,20180914,100728,1088.690000000,11612
RTSI,0,20180914,100729,1088.680000000,1488
RTSI,0,20180914,100730,1088.690000000,6119
RTSI,0,20180914,100731,1088.700000000,25228
RTSI,0,20180914,100732,1088.750000000,12768
RTSI,0,20180914,100733,1088.680000000,2294
RTSI,0,20180914,100734,1088.660000000,16399
RTSI,0,20180914,100735,1088.610000000,707
RTSI,0,20180914,100736,1088.640000000,1064
RTSI,0,20180914,100737,1088.640000000,3025
RTSI,0,20180914,100738,1088.730000000,30344
RTSI,0,20180914,100739,1088.770000000,25572
RTSI,0,20180914,100740,1088.750000000,6675
RTSI,0,20180914,100741,1088.770000000,10507
RTSI,0,20180914,100742,1088.730000000,9268
RTSI,0,20180914,100743,1088.740000000,2409
RTSI,0,20180914,100744,1088.790000000,8653
RTSI,0,20180914,100745,1088.780000000,7316
RTSI,0,20180914,100746,1088.700000000,28621
RTSI,0,20180914,100747,1088.710000000,1135
RTSI,0,20180914,100748,1088.700000000,6690
RTSI,0,20180914,100749,1088.870000000,84758
RTSI,0,20180914,100750,1088.710000000,28768
RTSI,0,20180914,100751,1088.800000000,2720
RTSI,0,20180914,100752,1088.720000000,3177
RTSI,0,20180914,100753,1088.870000000,65339
RTSI,0,20180914,100754,1088.890000000,100351
RTSI,0,20180914,100755,1088.740000000,16723
RTSI,0,20180914,100756,1088.850000000,27747
RTSI,0,20180914,100757,1088.820000000,10385
RTSI,0,20180914,100758,1088.810000000,707
RTSI,0,20180914,100759,1088.810000000,151
RTSI,0,20180914,100800,1088.810000000,2409
RTSI,0,20180914,100801,1088.710000000,48832
RTSI,0,20180914,100802,1088.750000000,4958
RTSI,0,20180914,100803,1088.770000000,7023
RTSI,0,20180914,100804,1088.750000000,2989
RTSI,0,20180914,100805,1088.760000000,29677
RTSI,0,20180914,100806,1088.770000000,1878
RTSI,0,20180914,100807,1088.820000000,34014
RTSI,0,20180914,100808,1088.840000000,542
RTSI,0,20180914,100809,1088.730000000,6549
RTSI,0,20180914,100810,1088.700000000,1608
RTSI,0,20180914,100811,1088.600000000,4284
RTSI,0,20180914,100812,1088.660000000,609
RTSI,0,20180914,100813,1088.600000000,1105
RTSI,0,20180914,100814,1088.570000000,78403
RTSI,0,20180914,100815,1088.620000000,28724
RTSI,0,20180914,100816,1088.690000000,4457
RTSI,0,20180914,100817,1088.630000000,3640
RTSI,0,20180914,100818,1088.630000000,2931
RTSI,0,20180914,100819,1088.610000000,1078
RTSI,0,20180914,100820,1088.620000000,1992
RTSI,0,20180914,100821,1088.700000000,30572
RTSI,0,20180914,100822,1088.740000000,54677
RTSI,0,20180914,100823,1088.770000000,8430
RTSI,0,20180914,100824,1088.800000000,15474
RTSI,0,20180914,100825,1088.800000000,23029
RTSI,0,20180914,100826,1088.810000000,8362
RTSI,0,20180914,100827,1088.910000000,109172
RTSI,0,20180914,100828,1088.930000000,60955
RTSI,0,20180914,100829,1088.910000000,12093
RTSI,0,20180914,100830,1089.000000000,81318
RTSI,0,20180914,100831,1089.010000000,48486
RTSI,0,20180914,100832,1088.990000000,186719
RTSI,0,20180914,100833,1088.940000000,86388
RTSI,0,20180914,100834,1088.880000000,30420
RTSI,0,20180914,100835,1088.920000000,9726
RTSI,0,20180914,100836,1088.850000000,20546
RTSI,0,20180914,100837,1088.820000000,5194
RTSI,0,20180914,100838,1088.820000000,33719
RTSI,0,20180914,100839,1088.960000000,89128
RTSI,0,20180914,100840,1088.970000000,10223
RTSI,0,20180914,100841,1088.990000000,11546
RTSI,0,20180914,100842,1088.980000000,33705
RTSI,0,20180914,100843,1088.830000000,11028
RTSI,0,20180914,100844,1088.850000000,10134
RTSI,0,20180914,100845,1088.920000000,9044
RTSI,0,20180914,100846,1088.910000000,22766
RTSI,0,20180914,100847,1088.850000000,1360
RTSI,0,20180914,100848,1088.840000000,7809
RTSI,0,20180914,100849,1088.840000000,2347
RTSI,0,20180914,100850,1088.830000000,2140
RTSI,0,20180914,100851,1088.870000000,14955
RTSI,0,20180914,100852,1088.810000000,15468
RTSI,0,20180914,100853,1088.810000000,6143
RTSI,0,20180914,100854,1088.940000000,7335
RTSI,0,20180914,100855,1088.950000000,11497
RTSI,0,20180914,100856,1088.920000000,2229
RTSI,0,20180914,100857,1088.940000000,25908
RTSI,0,20180914,100858,1088.930000000,1170
RTSI,0,20180914,100859,1088.930000000,6276
RTSI,0,20180914,100900,1088.930000000,18230
RTSI,0,20180914,100901,1088.920000000,4198
RTSI,0,20180914,100902,1088.840000000,23985
RTSI,0,20180914,100903,1088.780000000,8119
RTSI,0,20180914,100904,1088.840000000,36859
RTSI,0,20180914,100905,1088.830000000,5502
RTSI,0,20180914,100906,1088.830000000,41068
RTSI,0,20180914,100907,1088.760000000,28386
RTSI,0,20180914,100908,1088.780000000,34736
RTSI,0,20180914,100909,1088.760000000,570
RTSI,0,20180914,100910,1088.720000000,17956
RTSI,0,20180914,100911,1088.730000000,1488
RTSI,0,20180914,100912,1088.650000000,8641
RTSI,0,20180914,100913,1088.730000000,5764
RTSI,0,20180914,100914,1088.790000000,22995
RTSI,0,20180914,100915,1088.780000000,104983
RTSI,0,20180914,100916,1088.700000000,8498
RTSI,0,20180914,100917,1088.700000000,1654
RTSI,0,20180914,100918,1088.710000000,1261
RTSI,0,20180914,100919,1088.650000000,30788
RTSI,0,20180914,100920,1088.580000000,6707
RTSI,0,20180914,100921,1088.560000000,708
RTSI,0,20180914,100922,1088.640000000,18058
RTSI,0,20180914,100923,1088.640000000,29732
RTSI,0,20180914,100924,1088.600000000,1935
RTSI,0,20180914,100925,1088.550000000,2070
RTSI,0,20180914,100926,1088.510000000,5313
RTSI,0,20180914,100927,1088.490000000,18979
RTSI,0,20180914,100928,1088.430000000,20748
RTSI,0,20180914,100929,1088.430000000,30291
RTSI,0,20180914,100930,1088.390000000,12257
RTSI,0,20180914,100931,1088.430000000,31716
RTSI,0,20180914,100932,1088.350000000,37054
RTSI,0,20180914,100933,1088.340000000,369
RTSI,0,20180914,100934,1088.300000000,16613
RTSI,0,20180914,100935,1088.270000000,1130
RTSI,0,20180914,100936,1088.260000000,7552
RTSI,0,20180914,100937,1088.290000000,13753
RTSI,0,20180914,100938,1088.280000000,339
RTSI,0,20180914,100939,1088.270000000,7744
RTSI,0,20180914,100940,1088.260000000,2945
RTSI,0,20180914,100941,1088.230000000,3845
