<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
RTSI,0,20181214,100139,1126.390000000,9766
RTSI,0,20181214,100140,1126.220000000,19868
RTSI,0,20181214,100141,1126.220000000,16639
RTSI,0,20181214,100142,1126.200000000,2584
RTSI,0,20181214,100143,1125.960000000,65234
RTSI,0,20181214,100144,1126.060000000,12859
RTSI,0,20181214,100145,1126.040000000,18941
RTSI,0,20181214,100146,1126.020000000,10965
RTSI,0,20181214,100147,1125.890000000,3929
RTSI,0,20181214,100148,1125.810000000,61651
RTSI,0,20181214,100149,1125.510000000,106912
RTSI,0,20181214,100150,1125.450000000,16394
RTSI,0,20181214,100151,1125.240000000,146220
RTSI,0,20181214,100152,1125.210000000,18937
RTSI,0,20181214,100153,1125.090000000,1450
RTSI,0,20181214,100154,1125.110000000,10178
RTSI,0,20181214,100155,1125.120000000,74246
RTSI,0,20181214,100156,1125.040000000,21786
RTSI,0,20181214,100157,1125.060000000,152748
RTSI,0,20181214,100158,1124.970000000,40746
RTSI,0,20181214,100159,1124.920000000,6357
RTSI,0,20181214,100200,1124.910000000,21289
RTSI,0,20181214,100201,1124.650000000,59510
RTSI,0,20181214,100202,1124.600000000,9398
RTSI,0,20181214,100203,1124.370000000,32611
RTSI,0,20181214,100204,1124.280000000,40397
RTSI,0,20181214,100205,1124.560000000,4149
RTSI,0,20181214,100206,1124.300000000,69219
RTSI,0,20181214,100207,1124.230000000,6759
RTSI,0,20181214,100208,1124.390000000,68434
RTSI,0,20181214,100209,1124.390000000,13924
RTSI,0,20181214,100210,1124.450000000,3366
RTSI,0,20181214,100211,1124.380000000,14585
RTSI,0,20181214,100212,1124.400000000,5142
RTSI,0,20181214,100213,1124.460000000,18328
RTSI,0,20181214,100214,1124.330000000,9695
RTSI,0,20181214,100215,1124.280000000,2754
RTSI,0,20181214,100216,1124.280000000,29127
RTSI,0,20181214,100217,1124.170000000,37321
RTSI,0,20181214,100218,1124.250000000,9428
RTSI,0,20181214,100219,1124.330000000,37977
RTSI,0,20181214,100220,1124.280000000,12113
RTSI,0,20181214,100221,1124.240000000,55328
RTSI,0,20181214,100222,1124.370000000,30326
RTSI,0,20181214,100223,1124.380000000,5235
RTSI,0,20181214,100224,1124.260000000,519
RTSI,0,20181214,100225,1124.270000000,11448
RTSI,0,20181214,100226,1124.290000000,11995
RTSI,0,20181214,100227,1124.310000000,3045
RTSI,0,20181214,100228,1124.310000000,647
RTSI,0,20181214,100229,1124.330000000,2828
RTSI,0,20181214,100230,1124.310000000,6749
RTSI,0,20181214,100231,1124.310000000,9177
RTSI,0,20181214,100232,1124.310000000,24925
RTSI,0,20181214,100233,1124.380000000,38318
RTSI,0,20181214,100234,1124.330000000,7381
RTSI,0,20181214,100235,1124.420000000,6171
RTSI,0,20181214,100236,1124.460000000,1431
RTSI,0,20181214,100237,1124.610000000,25990
RTSI,0,20181214,100238,1124.580000000,8847
RTSI,0,20181214,100239,1124.600000000,32545
RTSI,0,20181214,100240,1124.550000000,685
RTSI,0,20181214,100241,1124.630000000,14405
RTSI,0,20181214,100242,1124.580000000,39133
RTSI,0,20181214,100243,1124.500000000,6865
RTSI,0,20181214,100244,1124.530000000,2828
RTSI,0,20181214,100245,1124.620000000,43928
RTSI,0,20181214,100246,1124.640000000,6712
RTSI,0,20181214,100247,1124.750000000,8708
RTSI,0,20181214,100248,1124.740000000,5090
RTSI,0,20181214,100249,1124.760000000,49374
RTSI,0,20181214,100250,1124.720000000,14518
RTSI,0,20181214,100251,1124.640000000,3397
RTSI,0,20181214,100252,1124.590000000,10122
RTSI,0,20181214,100253,1124.690000000,10271
RTSI,0,20181214,100254,1124.680000000,60
RTSI,0,20181214,100255,1124.680000000,12965
RTSI,0,20181214,100256,1124.730000000,13483
RTSI,0,20181214,100257,1124.820000000,17353
RTSI,0,20181214,100258,1124.870000000,10393
RTSI,0,20181214,100259,1124.890000000,4375
RTSI,0,20181214,100300,1124.840000000,9269
RTSI,0,20181214,100301,1124.780000000,17200
RTSI,0,20181214,100302,1124.820000000,16135
RTSI,0,20181214,100303,1124.680000000,4766
RTSI,0,20181214,100304,1124.700000000,2008
RTSI,0,20181214,100305,1124.710000000,8995
RTSI,0,20181214,100306,1124.790000000,1207
RTSI,0,20181214,100307,1124.800000000,5773
RTSI,0,20181214,100308,1124.800000000,3525
RTSI,0,20181214,100309,1124.820000000,465
RTSI,0,20181214,100310,1124.750000000,1229
RTSI,0,20181214,100311,1124.740000000,10506
RTSI,0,20181214,100312,1124.720000000,6900
RTSI,0,20181214,100313,1124.630000000,31899
RTSI,0,20181214,100314,1124.740000000,10499
RTSI,0,20181214,100315,1124.770000000,5605
RTSI,0,20181214,100316,1124.700000000,66517
RTSI,0,20181214,100317,1124.850000000,14255
RTSI,0,20181214,100318,1124.860000000,1939
RTSI,0,20181214,100319,1124.840000000,5236
RTSI,0,20181214,100320,1124.830000000,91685
RTSI,0,20181214,100321,1124.740000000,19721
RTSI,0,20181214,100322,1124.740000000,110
RTSI,0,20181214,100323,1124.730000000,2855
RTSI,0,20181214,100324,1124.840000000,34556
RTSI,0,20181214,100325,1124.820000000,4208
RTSI,0,20181214,100326,1124.780000000,5425
RTSI,0,20181214,100327,1124.890000000,84420
RTSI,0,20181214,100328,1124.880000000,16989
RTSI,0,20181214,100329,1124.900000000,2448
RTSI,0,20181214,100330,1124.880000000,3880
RTSI,0,20181214,100331,1124.940000000,8895
RTSI,0,20181214,100332,1124.990000000,8444
RTSI,0,20181214,100333,1125.040000000,13599
RTSI,0,20181214,100334,1125.070000000,10982
RTSI,0,20181214,100335,1125.030000000,306
RTSI,0,20181214,100336,1125.020000000,39497
RTSI,0,20181214,100337,1125.070000000,319
RTSI,0,20181214,100338,1125.000000000,18262
RTSI,0,20181214,100339,1125.060000000,10333
RTSI,0,20181214,100340,1125.070000000,3827
RTSI,0,20181214,100341,1125.170000000,11113
RTSI,0,20181214,100342,1125.130000000,28113
RTSI,0,20181214,100343,1125.160000000,3830
RTSI,0,20181214,100344,1125.210000000,80
RTSI,0,20181214,100345,1125.180000000,3193
RTSI,0,20181214,100346,1125.250000000,1016
RTSI,0,20181214,100347,1125.210000000,12076
RTSI,0,20181214,100348,1125.210000000,6139
RTSI,0,20181214,100349,1125.250000000,915
RTSI,0,20181214,100350,1125.280000000,1664
RTSI,0,20181214,100351,1125.260000000,8351
RTSI,0,20181214,100352,1125.240000000,7393
RTSI,0,20181214,100353,1125.290000000,1897
RTSI,0,20181214,100354,1125.280000000,2837
RTSI,0,20181214,100355,1125.350000000,32101
RTSI,0,20181214,100356,1125.270000000,413
RTSI,0,20181214,100357,1125.280000000,48211
RTSI,0,20181214,100358,1125.280000000,5961
RTSI,0,20181214,100359,1125.220000000,18174
RTSI,0,20181214,100400,1125.200000000,3216
RTSI,0,20181214,100401,1125.190000000,18918
RTSI,0,20181214,100402,1125.170000000,25161
RTSI,0,20181214,100403,1125.110000000,60309
RTSI,0,20181214,100404,1125.080000000,11351
RTSI,0,20181214,100405,1124.530000000,84232
RTSI,0,20181214,100406,1124.510000000,18722
RTSI,0,20181214,100407,1124.500000000,142
RTSI,0,20181214,100408,1124.430000000,8359
RTSI,0,20181214,100409,1124.370000000,44875
RTSI,0,20181214,100410,1124.320000000,128254
RTSI,0,20181214,100411,1124.280000000,18720
RTSI,0,20181214,100412,1124.200000000,17972
RTSI,0,20181214,100413,1124.140000000,408
RTSI,0,20181214,100414,1124.150000000,229
RTSI,0,20181214,100415,1124.000000000,31740
RTSI,0,20181214,100416,1124.030000000,24053
RTSI,0,20181214,100417,1123.840000000,14348
RTSI,0,20181214,100418,1123.830000000,2987
RTSI,0,20181214,100419,1123.830000000,0
RTSI,0,20181214,100420,1123.770000000,2291
RTSI,0,20181214,100421,1123.830000000,332
RTSI,0,20181214,100422,1124.010000000,92349
RTSI,0,20181214,100423,1124.030000000,42618
RTSI,0,20181214,100424,1124.110000000,16290
RTSI,0,20181214,100425,1124.080000000,14250
RTSI,0,20181214,100426,1124.110000000,1624
RTSI,0,20181214,100427,1124.100000000,20522
RTSI,0,20181214,100428,1124.060000000,25938
RTSI,0,20181214,100429,1124.210000000,14083
RTSI,0,20181214,100430,1124.260000000,3279
RTSI,0,20181214,100431,1124.320000000,18881
RTSI,0,20181214,100432,1124.240000000,36690
RTSI,0,20181214,100433,1124.290000000,9377
RTSI,0,20181214,100434,1124.300000000,665
RTSI,0,20181214,100435,1124.320000000,1758
RTSI,0,20181214,100436,1124.260000000,275
RTSI,0,20181214,100437,1124.120000000,23627
RTSI,0,20181214,100438,1124.130000000,7188
RTSI,0,20181214,100439,1124.100000000,6541
RTSI,0,20181214,100440,1124.080000000,1125
RTSI,0,20181214,100441,1124.080000000,1573
RTSI,0,20181214,100442,1124.130000000,65579
RTSI,0,20181214,100443,1124.190000000,13439
RTSI,0,20181214,100444,1124.170000000,15169
RTSI,0,20181214,100445,1124.080000000,8905
RTSI,0,20181214,100446,1124.090000000,4532
RTSI,0,20181214,100447,1124.110000000,289
RTSI,0,20181214,100448,1124.070000000,2376
RTSI,0,20181214,100449,1124.120000000,134
RTSI,0,20181214,100450,1124.120000000,23240
RTSI,0,20181214,100451,1124.140000000,474
RTSI,0,20181214,100452,1124.140000000,2895
RTSI,0,20181214,100453,1124.190000000,1894
RTSI,0,20181214,100454,1124.120000000,5235
RTSI,0,20181214,100455,1124.070000000,5626
RTSI,0,20181214,100456,1124.100000000,525
RTSI,0,20181214,100457,1124.170000000,3861
RTSI,0,20181214,100458,1124.160000000,90
RTSI,0,20181214,100459,1124.030000000,9380
RTSI,0,20181214,100500,1124.020000000,24307
RTSI,0,20181214,100501,1123.650000000,45018
RTSI,0,20181214,100502,1123.470000000,13031
RTSI,0,20181214,100503,1123.470000000,177596
RTSI,0,20181214,100504,1123.400000000,12420
RTSI,0,20181214,100505,1123.430000000,11225
RTSI,0,20181214,100506,1123.710000000,41622
RTSI,0,20181214,100507,1123.710000000,3474
RTSI,0,20181214,100508,1123.760000000,31173
RTSI,0,20181214,100509,1123.790000000,27149
RTSI,0,20181214,100510,1123.690000000,2912
RTSI,0,20181214,100511,1123.560000000,5266
RTSI,0,20181214,100512,1123.620000000,840
RTSI,0,20181214,100513,1123.570000000,13168
RTSI,0,20181214,100514,1123.590000000,20601
RTSI,0,20181214,100515,1123.580000000,2566
RTSI,0,20181214,100516,1123.590000000,27
RTSI,0,20181214,100517,1123.630000000,8753
RTSI,0,20181214,100518,1123.580000000,2922
RTSI,0,20181214,100519,1123.660000000,2074
RTSI,0,20181214,100520,1123.650000000,2626
RTSI,0,20181214,100521,1123.640000000,70841
RTSI,0,20181214,100522,1123.640000000,300
RTSI,0,20181214,100523,1123.650000000,1300
RTSI,0,20181214,100524,1123.720000000,4092
RTSI,0,20181214,100525,1123.740000000,15409
RTSI,0,20181214,100526,1123.670000000,6565
RTSI,0,20181214,100527,1123.630000000,5502
RTSI,0,20181214,100528,1123.620000000,8904
RTSI,0,20181214,100529,1123.620000000,31636
RTSI,0,20181214,100530,1123.560000000,21333
RTSI,0,20181214,100531,1123.550000000,20843
RTSI,0,20181214,100532,1123.540000000,3148
RTSI,0,20181214,100533,1123.500000000,7671
RTSI,0,20181214,100534,1123.500000000,879
RTSI,0,20181214,100535,1123.540000000,6436
RTSI,0,20181214,100536,1123.660000000,957
RTSI,0,20181214,100537,1123.690000000,291
RTSI,0,20181214,100538,1123.710000000,16514
RTSI,0,20181214,100539,1123.730000000,12405
RTSI,0,20181214,100540,1123.770000000,149912
RTSI,0,20181214,100541,1123.650000000,3118
RTSI,0,20181214,100542,1123.740000000,12280
RTSI,0,20181214,100543,1123.770000000,448
RTSI,0,20181214,100544,1123.780000000,11866
RTSI,0,20181214,100545,1123.740000000,101
RTSI,0,20181214,100546,1123.690000000,3008
RTSI,0,20181214,100547,1123.690000000,421
RTSI,0,20181214,100548,1123.660000000,14445
RTSI,0,20181214,100549,1123.680000000,712
RTSI,0,20181214,100550,1123.660000000,38760
RTSI,0,20181214,100551,1123.740000000,20603
RTSI,0,20181214,100552,1123.740000000,417
RTSI,0,20181214,100553,1123.730000000,802
RTSI,0,20181214,100554,1123.740000000,5124
RTSI,0,20181214,100555,1123.660000000,2400
RTSI,0,20181214,100556,1123.800000000,13783
RTSI,0,20181214,100557,1123.690000000,12320
RTSI,0,20181214,100558,1123.740000000,34573
RTSI,0,20181214,100559,1123.730000000,25150
RTSI,0,20181214,100600,1123.780000000,125
RTSI,0,20181214,100601,1123.810000000,3214
RTSI,0,20181214,100602,1123.790000000,658
RTSI,0,20181214,100603,1123.830000000,2709
RTSI,0,20181214,100604,1123.950000000,30938
RTSI,0,20181214,100605,1123.960000000,251
RTSI,0,20181214,100606,1124.090000000,81950
RTSI,0,20181214,100607,1124.150000000,22206
RTSI,0,20181214,100608,1124.160000000,24861
RTSI,0,20181214,100609,1124.070000000,10488
RTSI,0,20181214,100610,1124.080000000,169
RTSI,0,20181214,100611,1124.060000000,1503
RTSI,0,20181214,100612,1123.990000000,2180
RTSI,0,20181214,100613,1124.060000000,1244
RTSI,0,20181214,100614,1124.030000000,3765
RTSI,0,20181214,100615,1124.040000000,50
RTSI,0,20181214,100616,1124.030000000,3071
RTSI,0,20181214,100617,1124.020000000,21764
RTSI,0,20181214,100618,1123.940000000,2906
RTSI,0,20181214,100619,1124.070000000,27265
RTSI,0,20181214,100620,1124.100000000,2787
RTSI,0,20181214,100621,1124.100000000,5352
RTSI,0,20181214,100622,1124.110000000,18
RTSI,0,20181214,100623,1124.140000000,12793
RTSI,0,20181214,100624,1124.220000000,48708
RTSI,0,20181214,100625,1124.150000000,8866
RTSI,0,20181214,100626,1124.200000000,1102
RTSI,0,20181214,100627,1124.180000000,10370
RTSI,0,20181214,100628,1124.160000000,287
RTSI,0,20181214,100629,1124.140000000,5106
RTSI,0,20181214,100630,1124.180000000,27113
RTSI,0,20181214,100631,1124.190000000,775
RTSI,0,20181214,100632,1124.210000000,815
RTSI,0,20181214,100633,1124.170000000,2184
RTSI,0,20181214,100634,1124.160000000,3606
RTSI,0,20181214,100635,1124.230000000,55296
RTSI,0,20181214,100636,1124.300000000,150229
RTSI,0,20181214,100637,1124.310000000,25324
RTSI,0,20181214,100638,1124.250000000,113
RTSI,0,20181214,100639,1124.320000000,4162
RTSI,0,20181214,100640,1124.380000000,4129
RTSI,0,20181214,100641,1124.470000000,4331
RTSI,0,20181214,100642,1124.410000000,7791
RTSI,0,20181214,100643,1124.380000000,632
RTSI,0,20181214,100644,1124.320000000,15870
RTSI,0,20181214,100645,1124.310000000,285
RTSI,0,20181214,100646,1124.240000000,16178
RTSI,0,20181214,100647,1124.340000000,51520
RTSI,0,20181214,100648,1124.310000000,33068
RTSI,0,20181214,100649,1124.270000000,59633
RTSI,0,20181214,100650,1124.280000000,83005
RTSI,0,20181214,100651,1124.220000000,2082
RTSI,0,20181214,100652,1124.250000000,2901
RTSI,0,20181214,100653,1124.240000000,857
RTSI,0,20181214,100654,1124.330000000,23351
RTSI,0,20181214,100655,1124.280000000,4516
RTSI,0,20181214,100656,1124.120000000,16691
RTSI,0,20181214,100657,1124.100000000,6417
RTSI,0,20181214,100658,1124.100000000,1998
RTSI,0,20181214,100659,1124.200000000,108
RTSI,0,20181214,100700,1124.140000000,11686
RTSI,0,20181214,100701,1124.150000000,773
RTSI,0,20181214,100702,1124.180000000,5233
RTSI,0,20181214,100703,1124.190000000,67
RTSI,0,20181214,100704,1124.240000000,1120
RTSI,0,20181214,100705,1124.250000000,9477
RTSI,0,20181214,100706,1124.230000000,13132
RTSI,0,20181214,100707,1124.260000000,1937
RTSI,0,20181214,100708,1124.210000000,33260
RTSI,0,20181214,100709,1124.400000000,57932
RTSI,0,20181214,100710,1124.370000000,31616
RTSI,0,20181214,100711,1124.470000000,4530
RTSI,0,20181214,100712,1124.450000000,0
RTSI,0,20181214,100713,1124.510000000,1078
RTSI,0,20181214,100714,1124.540000000,9220
RTSI,0,20181214,100715,1124.620000000,0
RTSI,0,20181214,100716,1124.640000000,17231
RTSI,0,20181214,100717,1124.640000000,3602
RTSI,0,20181214,100718,1124.610000000,1628
RTSI,0,20181214,100719,1124.640000000,12310
RTSI,0,20181214,100720,1124.620000000,417
RTSI,0,20181214,100721,1124.650000000,29
RTSI,0,20181214,100722,1124.720000000,952
RTSI,0,20181214,100723,1124.710000000,5390
RTSI,0,20181214,100724,1124.720000000,9397
RTSI,0,20181214,100725,1124.730000000,50
RTSI,0,20181214,100726,1124.730000000,6862
RTSI,0,20181214,100727,1124.730000000,27666
RTSI,0,20181214,100728,1124.730000000,8201
RTSI,0,20181214,100729,1124.710000000,2007
RTSI,0,20181214,100730,1124.610000000,2313
RTSI,0,20181214,100731,1124.590000000,5415
RTSI,0,20181214,100732,1124.500000000,33999
RTSI,0,20181214,100733,1124.460000000,11902
RTSI,0,20181214,100734,1124.470000000,8415
RTSI,0,20181214,100735,1124.480000000,2255
RTSI,0,20181214,100736,1124.550000000,4067
RTSI,0,20181214,100737,1124.540000000,0
RTSI,0,20181214,100738,1124.520000000,13323
RTSI,0,20181214,100739,1124.490000000,414
RTSI,0,20181214,100740,1124.460000000,2606
RTSI,0,20181214,100741,1124.560000000,4690
RTSI,0,20181214,100742,1124.470000000,12478
RTSI,0,20181214,100743,1124.490000000,7175
RTSI,0,20181214,100744,1124.480000000,223
RTSI,0,20181214,100745,1124.490000000,1120
RTSI,0,20181214,100746,1124.500000000,2449
RTSI,0,20181214,100747,1124.540000000,1258
RTSI,0,20181214,100748,1124.530000000,15
RTSI,0,20181214,100749,1124.530000000,0
RTSI,0,20181214,100750,1124.550000000,2609
RTSI,0,20181214,100751,1124.500000000,142930
RTSI,0,20181214,100752,1124.550000000,21849
RTSI,0,20181214,100753,1124.540000000,4106
RTSI,0,20181214,100754,1124.470000000,6424
RTSI,0,20181214,100755,1124.450000000,17144
RTSI,0,20181214,100756,1124.500000000,12088
RTSI,0,20181214,100757,1124.500000000,85
RTSI,0,20181214,100758,1124.500000000,6
RTSI,0,20181214,100759,1124.490000000,287
RTSI,0,20181214,100800,1124.510000000,78105
RTSI,0,20181214,100801,1124.530000000,368
RTSI,0,20181214,100802,1124.540000000,6737
RTSI,0,20181214,100803,1124.530000000,1726
RTSI,0,20181214,100804,1124.470000000,136
RTSI,0,20181214,100805,1124.440000000,2113
RTSI,0,20181214,100806,1124.440000000,1354
RTSI,0,20181214,100807,1124.390000000,63598
RTSI,0,20181214,100808,1124.450000000,7490
RTSI,0,20181214,100809,1124.450000000,552
RTSI,0,20181214,100810,1124.490000000,9071
RTSI,0,20181214,100811,1124.520000000,3148
RTSI,0,20181214,100812,1124.510000000,2385
RTSI,0,20181214,100813,1124.500000000,6904
RTSI,0,20181214,100814,1124.510000000,11523
RTSI,0,20181214,100815,1124.670000000,12064
RTSI,0,20181214,100816,1124.670000000,562
RTSI,0,20181214,100817,1124.660000000,1843
RTSI,0,20181214,100818,1124.650000000,3304
RTSI,0,20181214,100819,1124.640000000,19482
RTSI,0,20181214,100820,1124.600000000,8264
RTSI,0,20181214,100821,1124.680000000,2378
RTSI,0,20181214,100822,1124.640000000,852
RTSI,0,20181214,100823,1124.640000000,57
RTSI,0,20181214,100824,1124.680000000,34273
RTSI,0,20181214,100825,1124.600000000,9671
RTSI,0,20181214,100826,1124.630000000,3145
RTSI,0,20181214,100827,1124.700000000,30790
RTSI,0,20181214,100828,1124.700000000,171
RTSI,0,20181214,100829,1124.720000000,10469
RTSI,0,20181214,100830,1124.710000000,2736
RTSI,0,20181214,100831,1124.750000000,5291
RTSI,0,20181214,100832,1124.710000000,1445
RTSI,0,20181214,100833,1124.720000000,2973
RTSI,0,20181214,100834,1124.700000000,614
RTSI,0,20181214,100835,1124.700000000,38331
RTSI,0,20181214,100836,1124.650000000,131
RTSI,0,20181214,100837,1124.530000000,112813
RTSI,0,20181214,100838,1124.490000000,175
RTSI,0,20181214,100839,1124.490000000,286
RTSI,0,20181214,100840,1124.580000000,6521
RTSI,0,20181214,100841,1124.500000000,6900
RTSI,0,20181214,100842,1124.470000000,4103
RTSI,0,20181214,100843,1124.470000000,317
RTSI,0,20181214,100844,1124.470000000,2835
RTSI,0,20181214,100845,1124.480000000,12219
RTSI,0,20181214,100846,1124.490000000,166
RTSI,0,20181214,100847,1124.490000000,248
RTSI,0,20181214,100848,1124.530000000,5895
RTSI,0,20181214,100849,1124.550000000,18186
RTSI,0,20181214,100850,1124.580000000,0
RTSI,0,20181214,100851,1124.580000000,15632
RTSI,0,20181214,100852,1124.530000000,8527
RTSI,0,20181214,100853,1124.430000000,6336
RTSI,0,20181214,100854,1124.450000000,30
RTSI,0,20181214,100855,1124.460000000,2831
RTSI,0,20181214,100856,1124.530000000,191
RTSI,0,20181214,100857,1124.510000000,3544
RTSI,0,20181214,100858,1124.500000000,123
RTSI,0,20181214,100859,1124.480000000,17389
RTSI,0,20181214,100900,1124.470000000,404
RTSI,0,20181214,100901,1124.410000000,46819
RTSI,0,20181214,100902,1124.400000000,87
RTSI,0,20181214,100903,1124.380000000,1935
RTSI,0,20181214,100904,1124.380000000,40
RTSI,0,20181214,100905,1124.380000000,17
RTSI,0,20181214,100906,1124.380000000,14768
RTSI,0,20181214,100907,1124.470000000,68745
RTSI,0,20181214,100908,1124.410000000,9569
RTSI,0,20181214,100909,1124.310000000,77581
RTSI,0,20181214,100910,1124.320000000,77
RTSI,0,20181214,100911,1124.330000000,6925
RTSI,0,20181214,100912,1124.390000000,1401
RTSI,0,20181214,100913,1124.400000000,366
RTSI,0,20181214,100914,1124.400000000,195
RTSI,0,20181214,100915,1124.410000000,4865
RTSI,0,20181214,100916,1124.460000000,829
RTSI,0,20181214,100917,1124.460000000,9528
RTSI,0,20181214,100918,1124.450000000,6583
RTSI,0,20181214,100919,1124.360000000,3471
RTSI,0,20181214,100920,1124.430000000,1760
RTSI,0,20181214,100921,1124.420000000,9255
RTSI,0,20181214,100922,1124.420000000,12050
RTSI,0,20181214,100923,1124.410000000,3063
RTSI,0,20181214,100924,1124.350000000,1390
RTSI,0,20181214,100925,1124.380000000,9148
RTSI,0,20181214,100926,1124.380000000,38412
RTSI,0,20181214,100927,1124.370000000,7033
RTSI,0,20181214,100928,1124.380000000,619
RTSI,0,20181214,100929,1124.380000000,23
RTSI,0,20181214,100930,1124.360000000,217
RTSI,0,20181214,100931,1124.390000000,6134
RTSI,0,20181214,100932,1124.390000000,1918
RTSI,0,20181214,100933,1124.390000000,4097
RTSI,0,20181214,100934,1124.400000000,68
RTSI,0,20181214,100935,1124.320000000,5794
RTSI,0,20181214,100936,1124.330000000,3204
RTSI,0,20181214,100937,1124.460000000,24625
RTSI,0,20181214,100938,1124.600000000,22201
RTSI,0,20181214,100939,1124.570000000,18095
RTSI,0,20181214,100940,1124.570000000,6466
RTSI,0,20181214,100941,1124.540000000,7011
RTSI,0,20181214,100942,1124.530000000,812
RTSI,0,20181214,100943,1124.540000000,1664
RTSI,0,20181214,100944,1124.580000000,8082
RTSI,0,20181214,100945,1124.650000000,2917
