<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,1,20190322,103800,1236.9300000,1237.0900000,1236.9000000,1236.9900000,281077
RTSI,1,20190322,103900,1237.0100000,1237.0800000,1236.8800000,1237.0700000,153800
RTSI,1,20190322,104000,1237.0900000,1237.3200000,1237.0700000,1237.3100000,499374
RTSI,1,20190322,104100,1237.2400000,1237.5600000,1237.2400000,1237.5500000,255446
RTSI,1,20190322,104200,1237.5400000,1237.8000000,1237.4900000,1237.7000000,171570
RTSI,1,20190322,104300,1237.6800000,1238.0100000,1237.6700000,1237.9400000,198679
RTSI,1,20190322,104400,1237.9500000,1238.1800000,1237.9200000,1238.1700000,1503102
RTSI,1,20190322,104500,1238.1500000,1238.8300000,1238.1500000,1238.8300000,593416
RTSI,1,20190322,104600,1238.8100000,1239.4600000,1238.8100000,1239.3100000,1036174
RTSI,1,20190322,104700,1239.3100000,1239.4500000,1239.0000000,1239.3600000,1082872
RTSI,1,20190322,104800,1239.3400000,1239.7000000,1239.1000000,1239.1000000,728641
RTSI,1,20190322,104900,1239.0800000,1239.0800000,1238.7100000,1238.9700000,938155
RTSI,1,20190322,105000,1238.9000000,1238.9000000,1238.5700000,1238.5700000,761624
RTSI,1,20190322,105100,1238.5700000,1239.0700000,1238.5700000,1238.7900000,624009
RTSI,1,20190322,105200,1239.1200000,1239.3300000,1239.0100000,1239.1500000,1269487
RTSI,1,20190322,105300,1239.1200000,1239.1600000,1239.0000000,1239.1600000,285092
RTSI,1,20190322,105400,1239.1500000,1239.1500000,1238.9100000,1238.9400000,323403
RTSI,1,20190322,105500,1238.9300000,1239.0100000,1238.5500000,1238.5800000,374917
RTSI,1,20190322,105600,1238.5500000,1239.0100000,1238.5500000,1239.0000000,426537
RTSI,1,20190322,105700,1239.0100000,1239.2700000,1238.9200000,1239.0100000,467259
RTSI,1,20190322,105800,1239.0300000,1239.0300000,1238.7200000,1238.7400000,344345
RTSI,1,20190322,105900,1238.7400000,1238.7400000,1238.4300000,1238.4300000,443519
RTSI,1,20190322,110000,1238.4400000,1238.9100000,1238.2200000,1238.8800000,842175
RTSI,1,20190322,110100,1238.8800000,1238.9200000,1238.2000000,1238.2500000,816794
RTSI,1,20190322,110200,1238.1900000,1238.5900000,1238.0400000,1238.3300000,599910
RTSI,1,20190322,110300,1238.3100000,1238.3900000,1238.0500000,1238.3600000,639188
RTSI,1,20190322,110400,1238.3800000,1239.1800000,1238.3800000,1239.1500000,1100772
RTSI,1,20190322,110500,1239.1000000,1239.1200000,1238.8600000,1238.8800000,259614
RTSI,1,20190322,110600,1238.8700000,1238.8800000,1238.4800000,1238.7400000,308732
RTSI,1,20190322,110700,1238.7400000,1238.7400000,1237.9800000,1237.9800000,952897
RTSI,1,20190322,110800,1237.9600000,1238.3100000,1237.9400000,1238.1900000,580446
RTSI,1,20190322,110900,1238.2000000,1238.4700000,1238.1900000,1238.4300000,343376
RTSI,1,20190322,111000,1238.4100000,1239.3900000,1238.3300000,1239.3900000,1707388
RTSI,1,20190322,111100,1239.5400000,1240.1400000,1239.4600000,1239.6700000,1406373
RTSI,1,20190322,111200,1239.2700000,1239.3600000,1238.6200000,1238.6800000,879369
RTSI,1,20190322,111300,1238.6700000,1238.8700000,1238.6500000,1238.7100000,991642
RTSI,1,20190322,111400,1238.7100000,1239.1000000,1238.7100000,1239.0800000,523247
RTSI,1,20190322,111500,1239.0300000,1239.0900000,1238.3300000,1238.3400000,622144
RTSI,1,20190322,111600,1238.3200000,1238.3600000,1237.2800000,1237.3700000,953382
RTSI,1,20190322,111700,1237.3000000,1237.3500000,1236.8200000,1236.9800000,564584
RTSI,1,20190322,111800,1236.9800000,1237.1700000,1236.7300000,1237.1700000,762997
RTSI,1,20190322,111900,1237.1900000,1237.7100000,1237.1700000,1237.4100000,534013
RTSI,1,20190322,112000,1237.3800000,1237.7100000,1237.3700000,1237.6500000,411314
RTSI,1,20190322,112100,1237.6600000,1237.6900000,1236.4300000,1236.4300000,1136057
RTSI,1,20190322,112200,1236.4000000,1236.8200000,1236.3100000,1236.7700000,525501
RTSI,1,20190322,112300,1236.7800000,1237.0200000,1236.6300000,1237.0200000,211639
RTSI,1,20190322,112400,1237.0200000,1237.0200000,1236.5200000,1236.5200000,591498
RTSI,1,20190322,112500,1236.4900000,1236.6000000,1236.3400000,1236.4600000,547367
RTSI,1,20190322,112600,1236.4800000,1236.5400000,1236.2100000,1236.2600000,458562
RTSI,1,20190322,112700,1236.3900000,1236.5300000,1236.3600000,1236.3800000,750856
RTSI,1,20190322,112800,1236.3800000,1236.6500000,1236.3700000,1236.5700000,885062
RTSI,1,20190322,112900,1236.6600000,1236.8700000,1236.6400000,1236.7300000,355136
RTSI,1,20190322,113000,1236.7300000,1236.7300000,1236.2300000,1236.3200000,506772
RTSI,1,20190322,113100,1236.3200000,1236.4400000,1235.0700000,1235.0700000,2017627
RTSI,1,20190322,113200,1235.0600000,1235.1500000,1234.4200000,1234.4600000,1086909
RTSI,1,20190322,113300,1234.4900000,1234.7100000,1234.2500000,1234.6600000,683784
RTSI,1,20190322,113400,1234.6200000,1234.8600000,1234.4900000,1234.7000000,768207
RTSI,1,20190322,113500,1234.7100000,1234.9400000,1233.8300000,1233.8300000,1094285
RTSI,1,20190322,113600,1233.6900000,1233.6900000,1233.0800000,1233.2500000,1262779
RTSI,1,20190322,113700,1233.2000000,1233.9200000,1232.9000000,1232.9000000,2030582
RTSI,1,20190322,113800,1232.9400000,1232.9400000,1231.7600000,1231.8700000,4225416
RTSI,1,20190322,113900,1231.8600000,1231.8600000,1231.2800000,1231.5300000,1656342
RTSI,1,20190322,114000,1231.5500000,1231.5500000,1230.6700000,1231.3000000,1833849
RTSI,1,20190322,114100,1231.2700000,1231.2900000,1230.7800000,1230.8400000,2264497
RTSI,1,20190322,114200,1230.9200000,1231.1100000,1230.7900000,1230.9500000,1177957
RTSI,1,20190322,114300,1231.0000000,1231.4600000,1230.9800000,1231.2700000,1448941
RTSI,1,20190322,114400,1231.2700000,1231.2700000,1230.8600000,1230.9100000,1504308
RTSI,1,20190322,114500,1230.9100000,1231.2300000,1230.8700000,1231.0800000,1087652
RTSI,1,20190322,114600,1231.0500000,1231.0500000,1229.4300000,1230.0100000,3657250
RTSI,1,20190322,114700,1230.0000000,1230.0000000,1228.2300000,1228.2600000,3044999
RTSI,1,20190322,114800,1228.2400000,1228.2600000,1226.9700000,1227.4300000,2783759
RTSI,1,20190322,114900,1227.5100000,1228.5500000,1227.4800000,1228.3200000,1619007
RTSI,1,20190322,115000,1228.2300000,1228.2300000,1227.8900000,1228.2200000,3341805
RTSI,1,20190322,115100,1228.2700000,1228.6200000,1228.2100000,1228.5000000,1205443
RTSI,1,20190322,115200,1228.4900000,1229.1800000,1228.3900000,1228.4000000,1328244
RTSI,1,20190322,115300,1228.4000000,1228.4600000,1227.8100000,1227.8100000,961298
RTSI,1,20190322,115400,1228.0600000,1228.1700000,1227.3600000,1227.4200000,2239846
RTSI,1,20190322,115500,1227.6200000,1227.7300000,1227.2300000,1227.6400000,1216597
RTSI,1,20190322,115600,1227.6200000,1228.0700000,1227.6000000,1227.8900000,889032
RTSI,1,20190322,115700,1227.9700000,1227.9800000,1227.5100000,1227.9000000,1008747
RTSI,1,20190322,115800,1227.9600000,1227.9600000,1227.2600000,1227.3000000,985993
RTSI,1,20190322,115900,1227.2700000,1227.4400000,1226.4100000,1226.9700000,1330729
RTSI,1,20190322,120000,1226.9500000,1226.9600000,1226.5300000,1226.6300000,931704
RTSI,1,20190322,120100,1226.6900000,1227.0700000,1226.5900000,1227.0700000,1026261
RTSI,1,20190322,120200,1227.0400000,1227.7300000,1227.0400000,1227.7100000,681115
RTSI,1,20190322,120300,1227.7300000,1228.4900000,1227.6700000,1228.4700000,1815801
RTSI,1,20190322,120400,1228.4900000,1228.6700000,1228.4600000,1228.4900000,744937
RTSI,1,20190322,120500,1228.5300000,1228.5300000,1228.2200000,1228.2300000,281203
RTSI,1,20190322,120600,1228.2100000,1228.2100000,1227.8700000,1227.8900000,909562
RTSI,1,20190322,120700,1227.8700000,1227.8800000,1227.7100000,1227.8600000,418302
RTSI,1,20190322,120800,1227.8600000,1227.9400000,1227.7500000,1227.8700000,829709
RTSI,1,20190322,120900,1227.8600000,1228.5400000,1227.7500000,1228.4600000,663766
RTSI,1,20190322,121000,1228.4900000,1228.8200000,1228.4600000,1228.7700000,423737
RTSI,1,20190322,121100,1228.7400000,1228.8700000,1228.2700000,1228.2700000,991492
RTSI,1,20190322,121200,1228.3100000,1228.3500000,1228.1000000,1228.2700000,837842
RTSI,1,20190322,121300,1228.3700000,1228.7100000,1228.1700000,1228.3600000,809812
RTSI,1,20190322,121400,1228.3600000,1228.7300000,1228.3100000,1228.4900000,1055908
RTSI,1,20190322,121500,1228.4900000,1228.7200000,1228.3400000,1228.4000000,632115
RTSI,1,20190322,121600,1228.3900000,1228.3900000,1228.0100000,1228.0100000,1327107
RTSI,1,20190322,121700,1228.0100000,1228.5800000,1228.0100000,1228.4200000,915880
RTSI,1,20190322,121800,1228.4400000,1228.6600000,1228.4000000,1228.5300000,582011
RTSI,1,20190322,121900,1228.5000000,1228.5200000,1227.8600000,1227.8600000,2688159
RTSI,1,20190322,122000,1227.8800000,1227.9400000,1227.7600000,1227.8800000,933081
RTSI,1,20190322,122100,1227.8700000,1228.0700000,1227.8100000,1227.9100000,666905
RTSI,1,20190322,122200,1227.9400000,1227.9400000,1227.6300000,1227.6800000,644240
RTSI,1,20190322,122300,1227.7200000,1228.0300000,1227.5300000,1228.0300000,840202
RTSI,1,20190322,122400,1228.0200000,1228.1600000,1227.7500000,1227.9200000,883046
RTSI,1,20190322,122500,1227.9700000,1228.2700000,1227.9700000,1228.1400000,1484084
RTSI,1,20190322,122600,1228.1100000,1228.1900000,1227.4900000,1227.5800000,855092
RTSI,1,20190322,122700,1227.5600000,1228.1700000,1227.5000000,1227.7900000,692035
RTSI,1,20190322,122800,1227.8500000,1227.9000000,1227.7200000,1227.9000000,325417
RTSI,1,20190322,122900,1227.8800000,1228.1300000,1227.8500000,1227.9700000,467179
RTSI,1,20190322,123000,1227.9600000,1227.9600000,1227.5900000,1227.6200000,706647
RTSI,1,20190322,123100,1227.6700000,1227.6700000,1227.1100000,1227.1800000,436573
RTSI,1,20190322,123200,1227.1500000,1227.1900000,1227.0500000,1227.0500000,1000929
RTSI,1,20190322,123300,1227.0500000,1227.0500000,1225.9100000,1226.2100000,1409801
RTSI,1,20190322,123400,1226.2000000,1226.6400000,1226.2000000,1226.6200000,387628
RTSI,1,20190322,123500,1226.6300000,1226.9200000,1226.6100000,1226.8000000,430439
RTSI,1,20190322,123600,1226.7900000,1227.0300000,1226.7200000,1226.9100000,514653
RTSI,1,20190322,123700,1226.9100000,1227.4100000,1226.9100000,1227.3500000,417258
RTSI,1,20190322,123800,1227.3300000,1227.5800000,1227.3200000,1227.5300000,297967
RTSI,1,20190322,123900,1227.5300000,1227.7600000,1227.4900000,1227.5100000,303248
RTSI,1,20190322,124000,1227.5100000,1227.5100000,1227.1600000,1227.2000000,366509
RTSI,1,20190322,124100,1227.2200000,1227.3800000,1227.1700000,1227.2800000,588293
RTSI,1,20190322,124200,1227.2800000,1227.2800000,1227.0600000,1227.2200000,236857
RTSI,1,20190322,124300,1227.2300000,1227.6200000,1227.2200000,1227.6000000,386995
RTSI,1,20190322,124400,1227.6000000,1227.6800000,1227.5300000,1227.5400000,423363
RTSI,1,20190322,124500,1227.5400000,1227.5900000,1227.3500000,1227.4900000,486509
RTSI,1,20190322,124600,1227.4900000,1227.6400000,1227.4200000,1227.6400000,508399
RTSI,1,20190322,124700,1227.6400000,1227.6800000,1227.2400000,1227.3000000,703285
RTSI,1,20190322,124800,1227.3500000,1227.3800000,1227.0900000,1227.3200000,823628
RTSI,1,20190322,124900,1227.3400000,1227.4600000,1227.2300000,1227.3700000,471502
RTSI,1,20190322,125000,1227.3700000,1227.6400000,1227.3600000,1227.6400000,306486
RTSI,1,20190322,125100,1227.6500000,1227.9500000,1227.6500000,1227.8400000,258240
RTSI,1,20190322,125200,1227.8700000,1228.0000000,1227.6700000,1227.6900000,479390
RTSI,1,20190322,125300,1227.6900000,1227.6900000,1227.1400000,1227.5200000,1350519
RTSI,1,20190322,125400,1227.5600000,1228.0000000,1227.5600000,1227.7300000,521901
RTSI,1,20190322,125500,1227.7600000,1227.7600000,1227.2500000,1227.3400000,508104
RTSI,1,20190322,125600,1227.3800000,1227.6200000,1227.3300000,1227.4300000,450629
RTSI,1,20190322,125700,1227.4400000,1227.4900000,1227.1200000,1227.4400000,567351
RTSI,1,20190322,125800,1227.4000000,1227.4400000,1227.2300000,1227.3200000,382381
RTSI,1,20190322,125900,1227.3200000,1227.3200000,1226.9700000,1226.9700000,361984
RTSI,1,20190322,130000,1226.9600000,1226.9700000,1226.6000000,1226.6000000,369907
RTSI,1,20190322,130100,1226.6000000,1226.6900000,1226.4400000,1226.6900000,351105
RTSI,1,20190322,130200,1226.6900000,1226.9000000,1226.6800000,1226.8000000,416088
RTSI,1,20190322,130300,1226.8000000,1226.8800000,1226.0900000,1226.1100000,1606667
RTSI,1,20190322,130400,1226.1000000,1226.1000000,1225.6900000,1225.7900000,388517
RTSI,1,20190322,130500,1225.7900000,1225.7900000,1225.2700000,1225.3500000,1394911
RTSI,1,20190322,130600,1225.3300000,1225.5500000,1225.3200000,1225.4400000,655098
RTSI,1,20190322,130700,1225.4400000,1225.8800000,1225.3500000,1225.8800000,422579
RTSI,1,20190322,130800,1225.8800000,1225.9700000,1225.8100000,1225.8800000,422420
RTSI,1,20190322,130900,1225.8700000,1225.8700000,1225.1900000,1225.1900000,514551
RTSI,1,20190322,131000,1225.2400000,1225.3600000,1225.2100000,1225.3600000,226188
RTSI,1,20190322,131100,1225.3600000,1225.5000000,1225.2700000,1225.4500000,342615
RTSI,1,20190322,131200,1225.4400000,1225.5000000,1225.2600000,1225.3600000,459204
RTSI,1,20190322,131300,1225.3600000,1225.5500000,1225.3500000,1225.5500000,293615
RTSI,1,20190322,131400,1225.5600000,1225.6800000,1225.4100000,1225.4500000,351387
RTSI,1,20190322,131500,1225.4100000,1225.4200000,1224.9100000,1224.9700000,2589925
RTSI,1,20190322,131600,1224.9700000,1225.3000000,1224.9600000,1225.0900000,768809
RTSI,1,20190322,131700,1225.0300000,1225.0300000,1224.7700000,1224.7800000,4139511
RTSI,1,20190322,131800,1224.7700000,1224.8200000,1224.3600000,1224.4500000,1776841
RTSI,1,20190322,131900,1224.4400000,1224.4700000,1224.1500000,1224.1600000,1284074
RTSI,1,20190322,132000,1224.1700000,1224.4600000,1224.1100000,1224.2400000,647542
RTSI,1,20190322,132100,1224.2400000,1224.2600000,1224.1000000,1224.1300000,592501
RTSI,1,20190322,132200,1224.1800000,1224.8800000,1224.1800000,1224.8600000,1088376
RTSI,1,20190322,132300,1224.8600000,1225.1500000,1224.8600000,1225.0000000,614232
RTSI,1,20190322,132400,1225.0000000,1225.1700000,1225.0000000,1225.1400000,566863
RTSI,1,20190322,132500,1225.1400000,1225.2900000,1225.1100000,1225.2100000,542987
RTSI,1,20190322,132600,1225.2100000,1225.5300000,1225.1500000,1225.3200000,1026651
RTSI,1,20190322,132700,1225.3100000,1225.3100000,1224.8000000,1224.8100000,914929
RTSI,1,20190322,132800,1224.8100000,1224.9800000,1223.9400000,1223.9400000,430802
RTSI,1,20190322,132900,1223.9400000,1223.9700000,1223.4700000,1223.9000000,900754
RTSI,1,20190322,133000,1223.8900000,1224.7100000,1223.8900000,1224.6800000,525492
RTSI,1,20190322,133100,1224.7500000,1225.0000000,1224.3100000,1225.0000000,2811039
RTSI,1,20190322,133200,1225.0000000,1225.1600000,1224.9100000,1224.9700000,1394708
RTSI,1,20190322,133300,1224.9600000,1225.0400000,1224.7400000,1224.7400000,549390
RTSI,1,20190322,133400,1224.7400000,1225.0700000,1224.7400000,1224.8900000,476239
RTSI,1,20190322,133500,1224.8800000,1225.1300000,1224.8700000,1225.0800000,265795
RTSI,1,20190322,133600,1225.0900000,1225.4700000,1225.0600000,1225.4700000,508779
RTSI,1,20190322,133700,1225.4800000,1225.7200000,1225.4800000,1225.7200000,592094
RTSI,1,20190322,133800,1225.7300000,1225.8100000,1225.6400000,1225.7400000,378219
RTSI,1,20190322,133900,1225.7500000,1226.3700000,1225.7300000,1226.3700000,415215
RTSI,1,20190322,134000,1226.3800000,1226.7600000,1226.3800000,1226.7300000,340105
RTSI,1,20190322,134100,1226.7300000,1226.8600000,1226.6600000,1226.8400000,328573
RTSI,1,20190322,134200,1226.8400000,1226.9700000,1226.7900000,1226.8700000,729139
RTSI,1,20190322,134300,1226.8500000,1226.8900000,1226.4800000,1226.5000000,747837
RTSI,1,20190322,134400,1226.4900000,1226.8200000,1226.4800000,1226.7900000,334315
RTSI,1,20190322,134500,1226.7900000,1226.8900000,1226.6700000,1226.7400000,331293
RTSI,1,20190322,134600,1226.7400000,1226.7700000,1226.4600000,1226.7100000,402883
RTSI,1,20190322,134700,1226.6800000,1226.6800000,1226.2300000,1226.3800000,615391
RTSI,1,20190322,134800,1226.3800000,1226.3800000,1225.9200000,1226.0300000,88190
RTSI,1,20190322,134900,1226.0300000,1226.3500000,1225.9500000,1226.2900000,346192
RTSI,1,20190322,135000,1226.3000000,1226.3000000,1225.6900000,1226.0700000,926325
RTSI,1,20190322,135100,1226.0200000,1226.0200000,1225.5200000,1225.8600000,434992
RTSI,1,20190322,135200,1225.8400000,1226.0200000,1225.8100000,1225.8100000,325019
RTSI,1,20190322,135300,1225.7900000,1225.8900000,1225.6400000,1225.6800000,433427
RTSI,1,20190322,135400,1225.7300000,1225.9200000,1225.6800000,1225.9000000,466441
RTSI,1,20190322,135500,1225.8600000,1225.8700000,1225.4900000,1225.5100000,256953
RTSI,1,20190322,135600,1225.5000000,1225.6100000,1225.4000000,1225.5700000,384770
RTSI,1,20190322,135700,1225.5100000,1225.5100000,1225.1900000,1225.1900000,211030
RTSI,1,20190322,135800,1225.1900000,1225.3500000,1225.0800000,1225.2800000,615495
RTSI,1,20190322,135900,1225.2800000,1225.3500000,1225.1300000,1225.2100000,723210
RTSI,1,20190322,140000,1225.2300000,1225.2300000,1224.9600000,1224.9800000,451839
RTSI,1,20190322,140100,1225.0400000,1225.0400000,1224.7700000,1224.8300000,281770
RTSI,1,20190322,140200,1224.8200000,1224.8300000,1224.7300000,1224.7800000,489473
RTSI,1,20190322,140300,1224.7900000,1225.0200000,1224.7600000,1225.0000000,192503
RTSI,1,20190322,140400,1224.9900000,1225.0300000,1224.8200000,1224.9900000,294217
RTSI,1,20190322,140500,1224.9700000,1225.7100000,1224.9700000,1225.7100000,207771
RTSI,1,20190322,140600,1225.7100000,1226.0500000,1225.1100000,1225.9100000,4572689
RTSI,1,20190322,140700,1225.9000000,1225.9800000,1225.7900000,1225.9500000,387508
RTSI,1,20190322,140800,1226.1800000,1226.1800000,1225.8600000,1225.9500000,282387
RTSI,1,20190322,140900,1225.9900000,1226.2800000,1225.8700000,1225.8700000,407221
RTSI,1,20190322,141000,1225.8600000,1225.8600000,1225.7500000,1225.8300000,313300
RTSI,1,20190322,141100,1225.8300000,1225.9500000,1225.7900000,1225.9300000,679459
RTSI,1,20190322,141200,1225.9200000,1225.9200000,1225.6600000,1225.6700000,477441
RTSI,1,20190322,141300,1225.6700000,1225.6900000,1225.4800000,1225.5100000,340219
RTSI,1,20190322,141400,1225.4900000,1225.6600000,1225.4000000,1225.5200000,292119
RTSI,1,20190322,141500,1225.5000000,1225.5000000,1225.3300000,1225.3500000,213484
RTSI,1,20190322,141600,1225.3600000,1225.4000000,1225.2100000,1225.2500000,154140
RTSI,1,20190322,141700,1225.2400000,1225.4800000,1225.2400000,1225.4500000,289973
RTSI,1,20190322,141800,1225.4700000,1225.4900000,1225.3000000,1225.3600000,633426
RTSI,1,20190322,141900,1225.3500000,1225.4500000,1225.0200000,1225.0200000,775248
RTSI,1,20190322,142000,1225.0100000,1225.4900000,1224.9900000,1225.4600000,960574
RTSI,1,20190322,142100,1225.5000000,1225.6500000,1225.3400000,1225.3500000,1400030
RTSI,1,20190322,142200,1225.4100000,1225.7900000,1225.3800000,1225.7400000,770809
RTSI,1,20190322,142300,1225.7400000,1225.7400000,1225.4700000,1225.4700000,472480
RTSI,1,20190322,142400,1225.4400000,1225.6700000,1225.4300000,1225.6600000,474491
RTSI,1,20190322,142500,1225.6600000,1225.6800000,1225.5100000,1225.5500000,716727
RTSI,1,20190322,142600,1225.5500000,1225.5800000,1224.8700000,1225.0900000,895286
RTSI,1,20190322,142700,1225.0700000,1225.8700000,1225.0600000,1225.8300000,1366397
RTSI,1,20190322,142800,1225.8400000,1226.1100000,1225.6900000,1226.1100000,717065
RTSI,1,20190322,142900,1226.1100000,1226.2200000,1226.1000000,1226.2100000,478191
RTSI,1,20190322,143000,1226.2100000,1226.3400000,1226.1100000,1226.2600000,321615
RTSI,1,20190322,143100,1226.2900000,1226.3100000,1226.0300000,1226.0400000,432800
RTSI,1,20190322,143200,1226.0500000,1226.1900000,1225.9800000,1226.1300000,426553
RTSI,1,20190322,143300,1226.1200000,1226.1600000,1225.8500000,1225.8500000,558809
RTSI,1,20190322,143400,1225.8500000,1225.9800000,1225.7500000,1225.9700000,452990
RTSI,1,20190322,143500,1225.9600000,1226.0700000,1225.9200000,1226.0500000,397365
RTSI,1,20190322,143600,1225.9800000,1226.1300000,1225.6600000,1225.6600000,560297
RTSI,1,20190322,143700,1225.6500000,1225.6500000,1225.3900000,1225.4200000,389969
RTSI,1,20190322,143800,1225.4300000,1225.5100000,1225.3200000,1225.3900000,327270
RTSI,1,20190322,143900,1225.3900000,1225.5500000,1225.3000000,1225.4700000,787130
RTSI,1,20190322,144000,1225.4600000,1225.4800000,1225.2900000,1225.3400000,440324
RTSI,1,20190322,144100,1225.3400000,1225.3600000,1224.8800000,1225.0700000,692179
RTSI,1,20190322,144200,1225.0400000,1225.0700000,1224.8700000,1225.0700000,350081
RTSI,1,20190322,144300,1225.0700000,1225.3200000,1225.0700000,1225.1500000,446396
RTSI,1,20190322,144400,1225.1500000,1225.2400000,1224.8400000,1224.8900000,798491
RTSI,1,20190322,144500,1224.8800000,1225.2800000,1224.7500000,1225.1800000,351857
RTSI,1,20190322,144600,1225.2100000,1225.2200000,1225.0800000,1225.1100000,224087
RTSI,1,20190322,144700,1225.1100000,1225.1200000,1224.8700000,1224.9600000,357692
RTSI,1,20190322,144800,1224.9600000,1224.9600000,1224.7600000,1224.7800000,402985
RTSI,1,20190322,144900,1224.7800000,1224.9200000,1224.7800000,1224.8100000,145871
RTSI,1,20190322,145000,1224.8000000,1224.8000000,1224.2200000,1224.2200000,1231310
RTSI,1,20190322,145100,1224.1400000,1224.1400000,1223.6000000,1223.6800000,840774
RTSI,1,20190322,145200,1223.6000000,1223.6800000,1223.3900000,1223.4000000,353799
RTSI,1,20190322,145300,1223.4600000,1223.4600000,1222.9500000,1223.1300000,618449
RTSI,1,20190322,145400,1223.1200000,1223.4000000,1223.1200000,1223.4000000,510451
RTSI,1,20190322,145500,1223.4200000,1223.5600000,1223.3700000,1223.4500000,401856
RTSI,1,20190322,145600,1223.4600000,1223.6100000,1223.1500000,1223.6100000,679599
RTSI,1,20190322,145700,1223.6100000,1223.8600000,1223.5600000,1223.8500000,255278
RTSI,1,20190322,145800,1223.8500000,1224.1500000,1223.8400000,1224.0700000,405780
RTSI,1,20190322,145900,1224.0700000,1224.1300000,1223.8600000,1223.9900000,344192
RTSI,1,20190322,150000,1223.9600000,1224.1400000,1223.9100000,1224.1400000,337494
RTSI,1,20190322,150100,1224.1300000,1224.1300000,1223.7200000,1223.7800000,452533
RTSI,1,20190322,150200,1223.7800000,1224.1700000,1223.7300000,1224.1700000,313373
RTSI,1,20190322,150300,1224.1700000,1224.1700000,1223.4700000,1223.4700000,889378
RTSI,1,20190322,150400,1223.4700000,1223.8400000,1223.4100000,1223.8400000,481031
RTSI,1,20190322,150500,1223.8900000,1223.9400000,1223.8000000,1223.9300000,470192
RTSI,1,20190322,150600,1223.8600000,1223.8600000,1223.5500000,1223.5500000,528651
RTSI,1,20190322,150700,1223.5600000,1223.5600000,1222.9600000,1223.2800000,658529
