<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,1,20161216,111900,1145.1300000,1145.2200000,1144.8900000,1145.0200000,647186
RTSI,1,20161216,112000,1144.9900000,1145.7300000,1144.9800000,1145.5600000,1016049
RTSI,1,20161216,112100,1145.5600000,1145.6600000,1145.0200000,1145.0200000,574573
RTSI,1,20161216,112200,1145.0200000,1145.0700000,1144.7500000,1144.7700000,1021805
RTSI,1,20161216,112300,1144.7800000,1144.9300000,1144.5000000,1144.7700000,822523
RTSI,1,20161216,112400,1144.7800000,1145.6000000,1144.7800000,1145.6000000,1360614
RTSI,1,20161216,112500,1145.7800000,1145.8100000,1144.7400000,1144.9900000,1053414
RTSI,1,20161216,112600,1144.9900000,1145.0400000,1144.1400000,1144.4300000,884817
RTSI,1,20161216,112700,1144.4200000,1144.4200000,1143.5500000,1143.6800000,1260938
RTSI,1,20161216,112800,1143.6800000,1143.8300000,1143.5300000,1143.6000000,932962
RTSI,1,20161216,112900,1143.6000000,1144.1300000,1143.3900000,1143.9100000,922044
RTSI,1,20161216,113000,1143.9100000,1144.0300000,1143.1600000,1143.2800000,811738
RTSI,1,20161216,113100,1143.2200000,1144.2000000,1143.1800000,1143.9400000,1323650
RTSI,1,20161216,113200,1143.9200000,1143.9500000,1143.4600000,1143.9000000,1245949
RTSI,1,20161216,113300,1143.8900000,1144.3900000,1143.5400000,1144.3900000,1776172
RTSI,1,20161216,113400,1144.3200000,1144.3800000,1143.4800000,1143.6500000,2376635
RTSI,1,20161216,113500,1143.6100000,1143.9300000,1143.3300000,1143.3700000,1550792
RTSI,1,20161216,113600,1143.3700000,1143.8500000,1143.0500000,1143.2800000,2042984
RTSI,1,20161216,113700,1143.2700000,1143.2700000,1142.5400000,1142.5400000,1447073
RTSI,1,20161216,113800,1142.4900000,1142.4900000,1141.4500000,1142.4200000,4534038
RTSI,1,20161216,113900,1142.5500000,1142.7400000,1141.9500000,1142.3700000,997091
RTSI,1,20161216,114000,1142.3600000,1142.4400000,1141.9200000,1142.3000000,1201438
RTSI,1,20161216,114100,1142.2800000,1142.2800000,1141.0400000,1141.7500000,1188271
RTSI,1,20161216,114200,1141.8100000,1142.5000000,1141.6500000,1142.4500000,1593973
RTSI,1,20161216,114300,1142.4600000,1142.5300000,1141.8500000,1142.2600000,1572479
RTSI,1,20161216,114400,1142.2600000,1143.4800000,1142.0400000,1143.3000000,1512940
RTSI,1,20161216,114500,1143.2700000,1143.2700000,1142.6300000,1142.7300000,1190813
RTSI,1,20161216,114600,1142.7300000,1142.8800000,1142.0900000,1142.0900000,731327
RTSI,1,20161216,114700,1142.0700000,1143.0000000,1142.0200000,1142.8400000,1278530
RTSI,1,20161216,114800,1142.7800000,1142.7800000,1142.1100000,1142.1500000,470320
RTSI,1,20161216,114900,1142.1300000,1142.4000000,1142.0900000,1142.2200000,572140
RTSI,1,20161216,115000,1142.2200000,1142.2800000,1141.4600000,1141.4600000,660392
RTSI,1,20161216,115100,1141.5500000,1142.9400000,1141.5200000,1142.6800000,2256645
RTSI,1,20161216,115200,1142.6400000,1142.6400000,1142.0500000,1142.2300000,795154
RTSI,1,20161216,115300,1142.2300000,1143.0400000,1142.2100000,1142.9500000,1388156
RTSI,1,20161216,115400,1142.9100000,1143.2400000,1142.4200000,1142.6000000,742834
RTSI,1,20161216,115500,1142.6000000,1142.7200000,1141.9500000,1141.9500000,1005994
RTSI,1,20161216,115600,1141.9400000,1142.2000000,1141.3400000,1142.1200000,1635133
RTSI,1,20161216,115700,1142.2000000,1143.0200000,1142.1500000,1142.6100000,1552893
RTSI,1,20161216,115800,1142.6100000,1143.5200000,1142.6100000,1143.5200000,1339910
RTSI,1,20161216,115900,1143.5200000,1143.6700000,1143.1200000,1143.1800000,549121
RTSI,1,20161216,120000,1143.1800000,1143.4800000,1142.7800000,1143.4800000,1376364
RTSI,1,20161216,120100,1143.3800000,1144.0800000,1143.3200000,1143.7700000,1580767
RTSI,1,20161216,120200,1143.8800000,1144.0100000,1143.4200000,1143.8100000,1214184
RTSI,1,20161216,120300,1143.8000000,1144.0500000,1143.5800000,1143.9000000,1522408
RTSI,1,20161216,120400,1143.9100000,1144.2300000,1143.7700000,1143.8900000,733375
RTSI,1,20161216,120500,1143.8600000,1144.0200000,1143.5100000,1143.8700000,863842
RTSI,1,20161216,120600,1143.8800000,1143.8900000,1143.2400000,1143.2400000,484652
RTSI,1,20161216,120700,1143.2500000,1143.2700000,1142.6900000,1143.0200000,475617
RTSI,1,20161216,120800,1143.0200000,1143.5600000,1142.8300000,1142.8300000,1836883
RTSI,1,20161216,120900,1142.8100000,1142.9000000,1142.5100000,1142.5700000,391806
RTSI,1,20161216,121000,1142.5900000,1142.7200000,1142.4500000,1142.7000000,353272
RTSI,1,20161216,121100,1142.3700000,1142.5900000,1142.0500000,1142.1100000,919647
RTSI,1,20161216,121200,1142.0800000,1142.1400000,1141.5500000,1141.7400000,1297899
RTSI,1,20161216,121300,1141.7500000,1142.5800000,1141.6500000,1142.5100000,1834207
RTSI,1,20161216,121400,1142.5100000,1142.5100000,1141.6900000,1141.7000000,273267
RTSI,1,20161216,121500,1141.6900000,1141.6900000,1141.3500000,1141.5200000,250018
RTSI,1,20161216,121600,1141.5200000,1141.8100000,1141.3600000,1141.7900000,294365
RTSI,1,20161216,121700,1141.7800000,1141.7800000,1141.3200000,1141.3800000,498041
RTSI,1,20161216,121800,1141.3800000,1141.3900000,1140.0800000,1140.0800000,1699906
RTSI,1,20161216,121900,1140.1300000,1140.2300000,1139.9400000,1140.1000000,767180
RTSI,1,20161216,122000,1140.1000000,1140.3100000,1139.3000000,1139.3800000,1644163
RTSI,1,20161216,122100,1139.3800000,1139.3900000,1138.8300000,1139.2100000,2168356
RTSI,1,20161216,122200,1139.1800000,1139.4300000,1138.8000000,1139.2400000,1007531
RTSI,1,20161216,122300,1139.2900000,1139.4400000,1139.0300000,1139.4400000,589394
RTSI,1,20161216,122400,1139.5000000,1139.5000000,1139.1600000,1139.2300000,424592
RTSI,1,20161216,122500,1139.2700000,1139.3600000,1138.1100000,1138.1100000,1546038
RTSI,1,20161216,122600,1138.1500000,1139.4000000,1138.0600000,1139.4000000,1018982
RTSI,1,20161216,122700,1139.4000000,1140.2200000,1139.3100000,1140.2200000,841165
RTSI,1,20161216,122800,1140.2300000,1140.2300000,1139.7000000,1139.8500000,648009
RTSI,1,20161216,122900,1139.8100000,1140.5800000,1139.8100000,1140.5800000,1031060
RTSI,1,20161216,123000,1140.5900000,1140.6600000,1140.3800000,1140.6400000,341227
RTSI,1,20161216,123100,1140.2300000,1140.3900000,1140.2100000,1140.3400000,1052332
RTSI,1,20161216,123200,1140.3400000,1140.3400000,1139.8500000,1140.0100000,671465
RTSI,1,20161216,123300,1140.0000000,1140.0900000,1139.9500000,1139.9700000,598858
RTSI,1,20161216,123400,1139.9700000,1139.9700000,1139.3200000,1139.5300000,788638
RTSI,1,20161216,123500,1139.5200000,1139.7600000,1139.3300000,1139.7600000,559530
RTSI,1,20161216,123600,1139.7700000,1139.7700000,1139.5400000,1139.6300000,394862
RTSI,1,20161216,123700,1139.6600000,1140.2000000,1139.6600000,1140.2000000,576637
RTSI,1,20161216,123800,1140.1900000,1140.8100000,1140.1100000,1140.8100000,760861
RTSI,1,20161216,123900,1140.8000000,1140.9600000,1140.7300000,1140.8600000,639513
RTSI,1,20161216,124000,1140.8900000,1141.0500000,1140.8300000,1140.8700000,537687
RTSI,1,20161216,124100,1140.8600000,1140.8600000,1140.5400000,1140.6100000,464749
RTSI,1,20161216,124200,1140.6100000,1140.6100000,1139.7000000,1139.9600000,861085
RTSI,1,20161216,124300,1139.9700000,1140.2300000,1139.8100000,1140.1700000,561356
RTSI,1,20161216,124400,1140.1600000,1140.7100000,1140.0400000,1140.6300000,1001467
RTSI,1,20161216,124500,1140.6300000,1140.8800000,1140.5400000,1140.7900000,418997
RTSI,1,20161216,124600,1140.8200000,1140.8600000,1140.6100000,1140.6300000,469951
RTSI,1,20161216,124700,1140.6600000,1140.8500000,1140.5600000,1140.7700000,880881
RTSI,1,20161216,124800,1140.7700000,1140.7700000,1140.3000000,1140.3000000,463964
RTSI,1,20161216,124900,1140.3300000,1140.4800000,1140.0300000,1140.4800000,617514
RTSI,1,20161216,125000,1140.5000000,1141.0500000,1140.4600000,1140.9900000,894827
RTSI,1,20161216,125100,1141.0000000,1141.7900000,1140.9700000,1141.7900000,1427709
RTSI,1,20161216,125200,1141.8100000,1141.8200000,1141.6000000,1141.6000000,337262
RTSI,1,20161216,125300,1141.6200000,1141.6500000,1141.3100000,1141.3100000,368717
RTSI,1,20161216,125400,1141.3400000,1141.3500000,1141.0900000,1141.3000000,411828
RTSI,1,20161216,125500,1141.3100000,1141.5200000,1141.3100000,1141.4700000,1153331
RTSI,1,20161216,125600,1141.4900000,1141.7300000,1141.4800000,1141.6900000,356491
RTSI,1,20161216,125700,1141.6700000,1141.6800000,1141.4000000,1141.4600000,422070
RTSI,1,20161216,125800,1141.5100000,1141.5700000,1141.3200000,1141.3200000,227439
RTSI,1,20161216,125900,1141.3200000,1141.5400000,1141.1500000,1141.2500000,403719
RTSI,1,20161216,130000,1141.4200000,1141.5400000,1141.2300000,1141.4800000,332833
RTSI,1,20161216,130100,1141.4800000,1142.2100000,1141.3400000,1142.2100000,745781
RTSI,1,20161216,130200,1142.2000000,1142.6400000,1142.1000000,1142.1400000,1236183
RTSI,1,20161216,130300,1142.1600000,1142.4200000,1141.6700000,1141.7800000,1115033
RTSI,1,20161216,130400,1141.7700000,1141.8200000,1141.4700000,1141.4900000,448492
RTSI,1,20161216,130500,1141.4800000,1141.5000000,1141.1100000,1141.2400000,533557
RTSI,1,20161216,130600,1141.2600000,1141.2800000,1140.9800000,1141.2200000,511213
RTSI,1,20161216,130700,1141.2200000,1141.5400000,1141.1900000,1141.4400000,503810
RTSI,1,20161216,130800,1141.4700000,1141.4700000,1140.7800000,1140.7900000,1220369
RTSI,1,20161216,130900,1140.7900000,1140.8500000,1140.4100000,1140.4600000,541229
RTSI,1,20161216,131000,1140.4600000,1140.5500000,1140.2500000,1140.3000000,621541
RTSI,1,20161216,131100,1140.3100000,1141.1200000,1140.2600000,1141.1200000,584491
RTSI,1,20161216,131200,1141.1300000,1141.2100000,1140.7900000,1140.8800000,304337
RTSI,1,20161216,131300,1140.8700000,1140.8700000,1140.2200000,1140.3600000,648499
RTSI,1,20161216,131400,1140.3600000,1140.3600000,1139.2300000,1139.5400000,1365342
RTSI,1,20161216,131500,1139.5300000,1139.7100000,1139.3600000,1139.3700000,566788
RTSI,1,20161216,131600,1139.3700000,1139.3700000,1139.1500000,1139.3600000,825369
RTSI,1,20161216,131700,1139.2800000,1139.7500000,1139.2000000,1139.7500000,476371
RTSI,1,20161216,131800,1139.7700000,1139.8900000,1139.6600000,1139.7100000,459114
RTSI,1,20161216,131900,1139.6900000,1139.7300000,1139.4800000,1139.5600000,430620
RTSI,1,20161216,132000,1139.5600000,1140.0200000,1139.4000000,1140.0200000,304381
RTSI,1,20161216,132100,1139.9800000,1140.5100000,1139.9500000,1140.5100000,887081
RTSI,1,20161216,132200,1140.5200000,1140.5200000,1140.1500000,1140.2200000,154996
RTSI,1,20161216,132300,1140.2100000,1140.2600000,1140.1100000,1140.1700000,355189
RTSI,1,20161216,132400,1140.2000000,1140.5000000,1140.0800000,1140.5000000,346016
RTSI,1,20161216,132500,1140.5000000,1140.7400000,1140.4600000,1140.6200000,587156
RTSI,1,20161216,132600,1140.7200000,1141.1700000,1140.7200000,1141.1700000,653699
RTSI,1,20161216,132700,1141.1700000,1141.1700000,1140.9200000,1141.0300000,427160
RTSI,1,20161216,132800,1141.0400000,1141.5800000,1140.9800000,1141.5700000,547340
RTSI,1,20161216,132900,1141.5700000,1141.5900000,1141.3400000,1141.4800000,507150
RTSI,1,20161216,133000,1141.4800000,1141.5200000,1141.1600000,1141.1600000,502303
RTSI,1,20161216,133100,1141.1500000,1141.5900000,1141.1500000,1141.4400000,685765
RTSI,1,20161216,133200,1141.4300000,1141.4900000,1140.7100000,1140.9400000,1154942
RTSI,1,20161216,133300,1140.9500000,1140.9500000,1140.7900000,1140.7900000,707610
RTSI,1,20161216,133400,1140.8400000,1140.8400000,1140.6400000,1140.7400000,497372
RTSI,1,20161216,133500,1140.7900000,1141.2800000,1140.7400000,1141.2500000,685567
RTSI,1,20161216,133600,1141.2400000,1141.9500000,1141.1600000,1141.9500000,1241273
RTSI,1,20161216,133700,1142.0200000,1142.1900000,1141.8900000,1142.0900000,612378
RTSI,1,20161216,133800,1142.0900000,1142.2900000,1141.1400000,1141.1400000,705500
RTSI,1,20161216,133900,1141.1000000,1141.1000000,1140.4200000,1140.4500000,870607
RTSI,1,20161216,134000,1140.4600000,1140.9300000,1140.4100000,1140.7700000,468025
RTSI,1,20161216,134100,1140.7500000,1140.7500000,1140.2900000,1140.3700000,296731
RTSI,1,20161216,134200,1140.3800000,1140.9600000,1140.0100000,1140.9000000,842276
RTSI,1,20161216,134300,1140.8800000,1141.2700000,1140.8000000,1140.8400000,565097
RTSI,1,20161216,134400,1140.8400000,1141.0000000,1140.6500000,1141.0000000,707010
RTSI,1,20161216,134500,1141.0000000,1141.3500000,1140.8600000,1141.2700000,736391
RTSI,1,20161216,134600,1141.2600000,1141.5700000,1141.1100000,1141.4100000,813850
RTSI,1,20161216,134700,1141.4100000,1141.6200000,1141.1300000,1141.4600000,916317
RTSI,1,20161216,134800,1141.4600000,1141.5900000,1140.9600000,1140.9600000,466649
RTSI,1,20161216,134900,1140.9300000,1141.4600000,1140.9100000,1141.3000000,589814
RTSI,1,20161216,135000,1141.2900000,1141.4400000,1141.1800000,1141.2900000,454534
RTSI,1,20161216,135100,1141.4300000,1141.5200000,1141.1400000,1141.1400000,859300
RTSI,1,20161216,135200,1141.1500000,1141.3800000,1141.0200000,1141.0200000,909129
RTSI,1,20161216,135300,1141.0600000,1141.0600000,1140.6400000,1140.6700000,823805
RTSI,1,20161216,135400,1140.6500000,1140.9600000,1140.4000000,1140.4400000,1257247
RTSI,1,20161216,135500,1140.4400000,1140.7800000,1140.4300000,1140.4600000,800216
RTSI,1,20161216,135600,1140.4700000,1140.5600000,1140.0600000,1140.0800000,951237
RTSI,1,20161216,135700,1140.0500000,1140.1800000,1139.7900000,1139.9300000,942652
RTSI,1,20161216,135800,1139.9400000,1140.2400000,1139.5300000,1139.5300000,1130432
RTSI,1,20161216,135900,1139.5500000,1139.5600000,1139.0500000,1139.2300000,1090796
RTSI,1,20161216,140000,1139.2000000,1139.5600000,1138.9500000,1139.4800000,2222311
RTSI,1,20161216,140100,1139.5200000,1139.7500000,1139.4100000,1139.6400000,601557
RTSI,1,20161216,140200,1139.6400000,1139.7200000,1139.2800000,1139.3100000,298147
RTSI,1,20161216,140300,1139.3200000,1139.4300000,1139.2800000,1139.3000000,220340
RTSI,1,20161216,140400,1139.3000000,1139.6900000,1139.3000000,1139.6400000,234270
RTSI,1,20161216,140500,1139.6300000,1139.8100000,1139.5500000,1139.7900000,270559
RTSI,1,20161216,140600,1139.8000000,1139.8000000,1139.5100000,1139.6300000,493406
RTSI,1,20161216,140700,1139.6400000,1139.9100000,1139.5800000,1139.9100000,420437
RTSI,1,20161216,140800,1139.8900000,1139.9600000,1139.7300000,1139.8600000,405803
RTSI,1,20161216,140900,1139.8600000,1139.9900000,1139.8200000,1139.9000000,343437
RTSI,1,20161216,141000,1139.9000000,1140.1600000,1139.9000000,1140.0000000,300712
RTSI,1,20161216,141100,1139.9900000,1139.9900000,1139.6500000,1139.6500000,692916
RTSI,1,20161216,141200,1139.6500000,1139.7500000,1139.6000000,1139.7300000,363318
RTSI,1,20161216,141300,1139.7000000,1140.3700000,1139.6800000,1140.3700000,915732
RTSI,1,20161216,141400,1140.3500000,1140.9000000,1140.1800000,1140.8600000,1345260
RTSI,1,20161216,141500,1140.7700000,1140.9100000,1140.5900000,1140.7800000,560170
RTSI,1,20161216,141600,1140.7600000,1141.0300000,1140.4900000,1141.0300000,439577
RTSI,1,20161216,141700,1141.0300000,1141.5600000,1140.8000000,1141.5000000,1276372
RTSI,1,20161216,141800,1141.5100000,1141.8500000,1141.4900000,1141.8000000,417809
RTSI,1,20161216,141900,1141.7900000,1141.8600000,1141.7200000,1141.8200000,431796
RTSI,1,20161216,142000,1141.8200000,1142.0000000,1141.5700000,1141.6000000,461440
RTSI,1,20161216,142100,1141.5900000,1141.6300000,1141.2800000,1141.3100000,273803
RTSI,1,20161216,142200,1141.3100000,1141.3100000,1140.9500000,1141.0100000,308626
RTSI,1,20161216,142300,1141.0100000,1141.0400000,1140.8900000,1140.9600000,194922
RTSI,1,20161216,142400,1140.9300000,1140.9900000,1140.6900000,1140.6900000,715251
RTSI,1,20161216,142500,1140.6900000,1140.9900000,1140.6400000,1140.9500000,611636
RTSI,1,20161216,142600,1140.9500000,1141.0500000,1140.8100000,1140.8100000,353330
RTSI,1,20161216,142700,1140.8000000,1141.2600000,1140.6900000,1141.2600000,491959
RTSI,1,20161216,142800,1141.2600000,1141.2600000,1140.9500000,1140.9500000,116857
RTSI,1,20161216,142900,1141.1400000,1141.3100000,1140.9300000,1141.3000000,667945
RTSI,1,20161216,143000,1141.3100000,1141.5700000,1141.2700000,1141.4400000,457669
RTSI,1,20161216,143100,1141.4400000,1141.5100000,1141.2600000,1141.2600000,360541
RTSI,1,20161216,143200,1141.2600000,1141.3200000,1141.1700000,1141.3100000,342964
RTSI,1,20161216,143300,1141.2900000,1141.5600000,1141.2800000,1141.3300000,745339
RTSI,1,20161216,143400,1141.3300000,1142.6200000,1141.2200000,1142.5800000,3311210
RTSI,1,20161216,143500,1142.5400000,1142.7500000,1142.3200000,1142.4000000,1842566
RTSI,1,20161216,143600,1142.3800000,1142.8800000,1142.3700000,1142.7900000,1138438
RTSI,1,20161216,143700,1142.8000000,1142.8700000,1142.4200000,1142.5000000,865828
RTSI,1,20161216,143800,1142.5100000,1142.5900000,1141.6900000,1142.0200000,831402
RTSI,1,20161216,143900,1142.0100000,1142.3500000,1142.0100000,1142.1800000,380385
RTSI,1,20161216,144000,1142.1800000,1142.2900000,1142.0900000,1142.1900000,472842
RTSI,1,20161216,144100,1142.1900000,1142.5400000,1141.9800000,1142.4600000,838621
RTSI,1,20161216,144200,1142.4600000,1142.4800000,1142.2800000,1142.4400000,333973
RTSI,1,20161216,144300,1142.4300000,1142.5000000,1142.2400000,1142.2500000,344463
RTSI,1,20161216,144400,1142.2500000,1142.7000000,1142.2200000,1142.4900000,602536
RTSI,1,20161216,144500,1142.4900000,1142.6200000,1142.3400000,1142.5900000,458969
RTSI,1,20161216,144600,1142.5600000,1142.9100000,1142.4400000,1142.6000000,801575
RTSI,1,20161216,144700,1142.5800000,1143.3100000,1142.5600000,1143.2600000,1340009
RTSI,1,20161216,144800,1143.2300000,1143.4100000,1143.0500000,1143.0800000,1359214
RTSI,1,20161216,144900,1143.0500000,1143.1800000,1142.8300000,1142.8900000,1478093
RTSI,1,20161216,145000,1142.8900000,1143.0600000,1142.8200000,1142.9500000,527666
RTSI,1,20161216,145100,1142.9600000,1143.0600000,1142.7900000,1142.8000000,237138
RTSI,1,20161216,145200,1142.7900000,1143.3500000,1142.7000000,1143.3200000,882620
RTSI,1,20161216,145300,1143.3000000,1143.5500000,1143.0900000,1143.2000000,1060067
RTSI,1,20161216,145400,1143.1400000,1143.4600000,1143.1300000,1143.2800000,448764
RTSI,1,20161216,145500,1143.3400000,1143.5800000,1143.1700000,1143.3900000,938921
RTSI,1,20161216,145600,1143.4400000,1143.6000000,1143.3900000,1143.3900000,609758
RTSI,1,20161216,145700,1143.4000000,1143.7900000,1143.4000000,1143.6500000,957428
RTSI,1,20161216,145800,1143.6500000,1143.6700000,1143.2000000,1143.2600000,373176
RTSI,1,20161216,145900,1143.1800000,1143.2100000,1142.9300000,1143.0400000,1324675
RTSI,1,20161216,150000,1143.0600000,1143.1800000,1143.0100000,1143.1100000,337856
RTSI,1,20161216,150100,1143.1700000,1143.2600000,1142.9600000,1143.2500000,560027
RTSI,1,20161216,150200,1143.3200000,1143.4000000,1143.1800000,1143.3900000,792456
RTSI,1,20161216,150300,1143.4100000,1143.4100000,1143.0700000,1143.1000000,430905
RTSI,1,20161216,150400,1143.1000000,1143.4700000,1143.0700000,1143.4700000,930635
RTSI,1,20161216,150500,1143.4900000,1144.6900000,1143.3700000,1144.6200000,1448733
